"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 217l/48l)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Non halogen lamp 3 ()","Non halogen lamp 4 ()","Site consumption ()","Total site light consumption ()","TV (51cm)","Washing machine ()"
"1999-01-08 22:50:00.0","0","26","9","0","0","0","63","20","0","0"
"1999-01-08 23:00:00.0","0","20","10","0","0","0","60","23","0","0"
"1999-01-08 23:10:00.0","0","0","10","0","0","0","20","0","0","0"
"1999-01-08 23:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-08 23:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-08 23:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-08 23:50:00.0","0","11","0","0","0","0","20","0","0","0"
"1999-01-09 00:00:00.0","0","26","0","0","0","0","34","0","0","0"
"1999-01-09 00:10:00.0","0","12","0","0","0","0","20","0","0","0"
"1999-01-09 00:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 00:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 00:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 00:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 01:00:00.0","0","16","0","0","0","0","25","0","0","0"
"1999-01-09 01:10:00.0","0","24","0","0","0","0","30","0","0","0"
"1999-01-09 01:20:00.0","0","8","0","0","0","0","18","0","0","0"
"1999-01-09 01:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 01:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 01:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 02:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 02:10:00.0","0","19","0","0","0","0","28","0","0","0"
"1999-01-09 02:20:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-09 02:30:00.0","0","3","0","0","0","0","13","0","0","0"
"1999-01-09 02:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 02:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 03:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 03:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 03:20:00.0","0","19","0","0","0","0","28","0","0","0"
"1999-01-09 03:30:00.0","0","26","0","0","0","0","32","0","0","0"
"1999-01-09 03:40:00.0","0","4","0","0","0","0","14","0","0","0"
"1999-01-09 03:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 04:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 04:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 04:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 04:30:00.0","0","18","0","0","0","0","27","0","0","0"
"1999-01-09 04:40:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-09 04:50:00.0","0","5","0","0","0","0","23","8","0","0"
"1999-01-09 05:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 05:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 05:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 05:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 05:40:00.0","0","15","0","0","0","0","24","0","0","0"
"1999-01-09 05:50:00.0","0","26","0","0","0","0","34","0","0","0"
"1999-01-09 06:00:00.0","0","8","0","0","0","0","16","0","0","0"
"1999-01-09 06:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 06:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 06:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 06:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 06:50:00.0","0","10","0","0","0","0","20","0","0","0"
"1999-01-09 07:00:00.0","0","27","0","0","0","0","33","0","0","0"
"1999-01-09 07:10:00.0","0","13","0","0","0","0","22","0","0","0"
"1999-01-09 07:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 07:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 07:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 07:50:00.0","0","11","0","0","0","0","30","9","0","0"
"1999-01-09 08:00:00.0","0","27","0","0","0","0","110","9","0","0"
"1999-01-09 08:10:00.0","0","13","0","0","0","0","31","10","0","0"
"1999-01-09 08:20:00.0","0","0","0","0","0","0","19","9","0","0"
"1999-01-09 08:30:00.0","0","0","0","0","0","0","21","10","0","0"
"1999-01-09 08:40:00.0","0","0","0","0","0","0","26","16","0","0"
"1999-01-09 08:50:00.0","0","0","0","0","0","0","77","2","0","0"
"1999-01-09 09:00:00.0","36","16","0","0","0","0","61","0","0","0"
"1999-01-09 09:10:00.0","311","26","0","0","0","0","342","0","0","0"
"1999-01-09 09:20:00.0","305","8","0","0","0","0","340","0","0","0"
"1999-01-09 09:30:00.0","179","0","0","0","0","0","192","2","0","0"
"1999-01-09 09:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 09:50:00.0","0","0","0","0","0","0","23","13","0","0"
"1999-01-09 10:00:00.0","0","0","0","0","0","0","26","16","0","0"
"1999-01-09 10:10:00.0","0","26","0","0","0","0","36","2","0","0"
"1999-01-09 10:20:00.0","0","22","0","0","0","0","34","4","0","0"
"1999-01-09 10:30:00.0","0","0","0","0","0","0","58","1","0","0"
"1999-01-09 10:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 10:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 11:00:00.0","0","7","0","0","0","0","16","0","0","0"
"1999-01-09 11:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-09 11:20:00.0","0","19","0","0","0","0","27","0","0","0"
"1999-01-09 11:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 11:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 11:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 12:00:00.0","0","20","0","0","0","0","28","0","0","0"
"1999-01-09 12:10:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-09 12:20:00.0","0","6","0","0","0","0","16","0","0","0"
"1999-01-09 12:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 12:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 12:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 13:00:00.0","0","21","0","0","0","0","29","0","0","0"
"1999-01-09 13:10:00.0","0","25","0","0","0","0","33","0","0","0"
"1999-01-09 13:20:00.0","0","4","0","0","0","0","13","0","0","0"
"1999-01-09 13:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 13:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 13:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 14:00:00.0","0","5","0","0","0","0","15","0","0","0"
"1999-01-09 14:10:00.0","0","27","0","0","0","0","34","0","0","0"
"1999-01-09 14:20:00.0","0","19","0","0","0","0","27","0","0","0"
"1999-01-09 14:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 14:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 14:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 15:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 15:10:00.0","0","3","0","0","0","0","14","0","0","0"
"1999-01-09 15:20:00.0","0","28","0","0","0","0","35","0","0","0"
"1999-01-09 15:30:00.0","0","20","0","0","0","0","28","0","0","0"
"1999-01-09 15:40:00.0","0","1","0","0","0","0","10","0","0","0"
"1999-01-09 15:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 16:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 16:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 16:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 16:30:00.0","0","27","0","0","0","0","35","0","0","0"
"1999-01-09 16:40:00.0","0","24","0","0","0","0","31","0","0","0"
"1999-01-09 16:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 17:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 17:10:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 17:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 17:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 17:40:00.0","0","20","0","0","0","0","29","0","0","0"
"1999-01-09 17:50:00.0","0","26","0","0","0","0","32","0","0","0"
"1999-01-09 18:00:00.0","0","4","0","0","0","0","14","0","0","0"
"1999-01-09 18:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 18:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 18:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 18:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 18:50:00.0","0","11","0","0","0","0","21","0","0","0"
"1999-01-09 19:00:00.0","0","27","0","0","0","0","34","0","0","0"
"1999-01-09 19:10:00.0","0","11","0","0","0","0","20","0","0","0"
"1999-01-09 19:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 19:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 19:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 19:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 20:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-09 20:10:00.0","0","28","0","0","0","0","35","0","0","0"
"1999-01-09 20:20:00.0","0","22","0","0","0","0","111","13","0","0"
"1999-01-09 20:30:00.0","76","1","0","0","0","0","125","34","3","0"
"1999-01-09 20:40:00.0","28","0","0","0","0","0","80","29","13","0"
"1999-01-09 20:50:00.0","0","0","0","0","0","0","51","26","14","0"
"1999-01-09 21:00:00.0","0","0","0","0","0","0","50","25","12","0"
"1999-01-09 21:10:00.0","0","6","0","0","0","0","55","25","12","0"
"1999-01-09 21:20:00.0","0","27","0","0","0","0","73","26","12","0"
"1999-01-09 21:30:00.0","0","17","0","0","0","0","101","18","12","0"
"1999-01-09 21:40:00.0","0","0","0","0","0","0","41","16","13","0"
"1999-01-09 21:50:00.0","0","0","0","0","0","0","41","17","12","0"
"1999-01-09 22:00:00.0","0","0","0","0","0","0","40","16","11","0"
"1999-01-09 22:10:00.0","0","0","0","0","0","0","41","16","12","0"
"1999-01-09 22:20:00.0","0","0","0","0","0","0","41","17","12","0"
"1999-01-09 22:30:00.0","0","25","0","0","0","0","64","16","13","0"
"1999-01-09 22:40:00.0","0","24","0","0","0","0","61","16","13","0"
"1999-01-09 22:50:00.0","0","0","0","0","0","0","41","17","13","0"
"1999-01-09 23:00:00.0","0","0","0","0","0","0","40","16","14","0"
"1999-01-09 23:10:00.0","0","0","0","0","0","0","31","14","6","0"
"1999-01-09 23:20:00.0","0","0","3","0","0","0","14","0","0","0"
"1999-01-09 23:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-09 23:40:00.0","0","19","0","0","0","0","27","0","0","0"
"1999-01-09 23:50:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-10 00:00:00.0","0","5","0","0","0","0","15","0","0","0"
"1999-01-10 00:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 00:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 00:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 00:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 00:50:00.0","0","9","0","0","0","0","18","0","0","0"
"1999-01-10 01:00:00.0","0","27","0","0","0","0","34","0","0","0"
"1999-01-10 01:10:00.0","0","12","0","0","0","0","21","0","0","0"
"1999-01-10 01:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 01:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 01:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 01:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 02:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 02:10:00.0","0","25","0","0","0","0","33","0","0","0"
"1999-01-10 02:20:00.0","0","24","0","0","0","0","31","0","0","0"
"1999-01-10 02:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 02:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 02:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 03:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 03:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 03:20:00.0","0","16","0","0","0","0","25","0","0","0"
"1999-01-10 03:30:00.0","0","26","0","0","0","0","34","0","0","0"
"1999-01-10 03:40:00.0","0","7","0","0","0","0","16","0","0","0"
"1999-01-10 03:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 04:00:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 04:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 04:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 04:30:00.0","0","5","0","0","0","0","15","0","0","0"
"1999-01-10 04:40:00.0","0","27","0","0","0","0","35","0","0","0"
"1999-01-10 04:50:00.0","0","17","0","0","0","0","24","0","0","0"
"1999-01-10 05:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 05:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 05:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 05:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 05:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 05:50:00.0","0","22","0","0","0","0","31","0","0","0"
"1999-01-10 06:00:00.0","0","26","0","0","0","0","33","0","0","0"
"1999-01-10 06:10:00.0","0","1","0","0","0","0","12","0","0","0"
"1999-01-10 06:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 06:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 06:40:00.0","0","0","0","0","0","0","12","1","0","0"
"1999-01-10 06:50:00.0","0","0","0","0","0","0","79","16","0","0"
"1999-01-10 07:00:00.0","0","25","0","0","0","0","58","26","0","0"
"1999-01-10 07:10:00.0","0","25","0","0","0","0","83","26","0","0"
"1999-01-10 07:20:00.0","0","2","0","0","0","0","36","25","0","0"
"1999-01-10 07:30:00.0","0","0","0","0","0","0","97","26","0","0"
"1999-01-10 07:40:00.0","0","5","0","0","0","0","36","19","0","0"
"1999-01-10 07:50:00.0","0","26","0","0","0","0","49","17","0","0"
"1999-01-10 08:00:00.0","0","6","0","0","0","0","45","30","0","0"
"1999-01-10 08:10:00.0","0","0","0","0","0","0","33","23","0","0"
"1999-01-10 08:20:00.0","0","0","0","0","0","0","76","21","0","0"
"1999-01-10 08:30:00.0","0","0","0","0","0","0","27","16","0","0"
"1999-01-10 08:40:00.0","0","15","0","0","0","0","44","20","0","0"
"1999-01-10 08:50:00.0","0","26","0","0","0","0","49","17","0","0"
"1999-01-10 09:00:00.0","0","4","0","0","0","0","30","16","0","0"
"1999-01-10 09:10:00.0","0","0","0","0","0","0","26","16","0","0"
"1999-01-10 09:20:00.0","0","0","0","0","0","0","26","16","0","0"
"1999-01-10 09:30:00.0","0","0","0","0","0","0","26","16","0","0"
"1999-01-10 09:40:00.0","0","0","0","0","0","0","14","4","0","0"
"1999-01-10 09:50:00.0","0","20","0","0","0","0","28","0","0","0"
"1999-01-10 10:00:00.0","0","25","0","0","0","0","32","0","0","0"
"1999-01-10 10:10:00.0","0","2","0","0","0","0","12","0","0","0"
"1999-01-10 10:20:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 10:30:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 10:40:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 10:50:00.0","0","0","0","0","0","0","10","0","0","0"
"1999-01-10 11:00:00.0","0","16","0","0","0","0","25","0","0","0"
"1999-01-10 11:10:00.0","0","26","0","0","0","0","32","0","0","0"
"1999-01-10 11:20:00.0","0","5","0","0","0","0","17","0","1","0"
"1999-01-10 11:30:00.0","116","0","0","0","0","0","139","0","14","0"
"1999-01-10 11:40:00.0","29","0","0","0","0","0","51","0","12","0"
"1999-01-10 11:50:00.0","31","0","0","0","0","0","46","0","4","0"
"1999-01-10 12:00:00.0","3","20","0","0","0","0","46","0","13","0"
"1999-01-10 12:10:00.0","0","25","0","0","0","0","47","0","13","0"
"1999-01-10 12:20:00.0","0","1","0","0","0","0","25","0","12","0"
"1999-01-10 12:30:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 12:40:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 12:50:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 13:00:00.0","0","2","0","0","0","0","27","0","12","0"
"1999-01-10 13:10:00.0","0","27","0","0","0","0","49","0","13","0"
"1999-01-10 13:20:00.0","0","18","0","0","0","0","39","0","12","0"
"1999-01-10 13:30:00.0","0","0","0","0","0","0","93","1","14","0"
"1999-01-10 13:40:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 13:50:00.0","0","0","0","0","0","0","25","0","12","0"
"1999-01-10 14:00:00.0","0","0","0","0","0","0","26","0","14","0"
"1999-01-10 14:10:00.0","0","14","0","0","0","0","38","0","14","0"
"1999-01-10 14:20:00.0","0","26","0","0","0","0","43","0","9","0"
"1999-01-10 14:30:00.0","0","7","0","0","0","0","20","0","1","0"
"1999-01-10 14:40:00.0","0","0","0","0","0","0","26","0","14","0"
"1999-01-10 14:50:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 15:00:00.0","0","0","0","0","0","0","25","0","13","0"
"1999-01-10 15:10:00.0","0","0","0","0","0","0","25","0","13","0"
"1999-01-10 15:20:00.0","0","10","0","0","0","0","33","0","12","0"
"1999-01-10 15:30:00.0","0","26","0","0","0","0","48","0","13","0"
"1999-01-10 15:40:00.0","0","12","0","0","0","0","33","0","11","0"
"1999-01-10 15:50:00.0","0","0","0","0","0","0","25","0","13","0"
"1999-01-10 16:00:00.0","0","0","0","0","0","0","24","0","11","0"
"1999-01-10 16:10:00.0","0","0","0","0","0","0","23","0","12","0"
"1999-01-10 16:20:00.0","0","0","0","0","0","0","24","0","12","0"
"1999-01-10 16:30:00.0","0","2","0","0","0","0","27","0","12","0"
"1999-01-10 16:40:00.0","0","27","8","0","0","0","169","13","13","0"
"1999-01-10 16:50:00.0","0","21","10","0","0","0","70","17","12","0"
"1999-01-10 17:00:00.0","0","1","9","0","0","0","50","25","4","0"
"1999-01-10 17:10:00.0","0","0","10","0","0","0","58","36","0","0"
"1999-01-10 17:20:00.0","0","0","9","0","0","0","57","35","0","0"
"1999-01-10 17:30:00.0","0","0","10","0","0","0","58","36","0","0"
"1999-01-10 17:40:00.0","0","4","10","0","0","0","62","37","0","0"
"1999-01-10 17:50:00.0","0","28","9","0","0","0","81","35","0","0"
"1999-01-10 18:00:00.0","0","16","10","0","0","0","71","36","0","0"
"1999-01-10 18:10:00.0","0","0","10","0","0","0","58","37","0","0"
"1999-01-10 18:20:00.0","0","0","9","0","0","0","55","33","0","0"
"1999-01-10 18:30:00.0","0","0","10","0","0","0","53","31","0","0"
"1999-01-10 18:40:00.0","36","0","9","0","0","0","95","38","0","0"
"1999-01-10 18:50:00.0","110","19","10","0","0","0","192","44","0","0"
"1999-01-10 19:00:00.0","0","25","9","0","0","0","81","38","0","0"
"1999-01-10 19:10:00.0","0","0","10","0","0","0","50","29","0","0"
"1999-01-10 19:20:00.0","0","0","9","0","0","0","47","25","0","0"
"1999-01-10 19:30:00.0","0","0","10","0","0","0","55","20","13","0"
"1999-01-10 19:40:00.0","0","3","9","0","0","0","53","16","13","0"
"1999-01-10 19:50:00.0","0","27","10","0","0","0","136","25","14","0"
"1999-01-10 20:00:00.0","0","13","10","0","0","0","73","17","14","0"
"1999-01-10 20:10:00.0","0","0","9","0","0","0","51","16","13","0"
"1999-01-10 20:20:00.0","0","0","10","0","0","0","50","16","14","0"
"1999-01-10 20:30:00.0","0","0","9","0","0","0","51","16","13","0"
"1999-01-10 20:40:00.0","0","0","10","0","0","0","50","16","12","0"
"1999-01-10 20:50:00.0","0","4","9","0","0","0","54","17","11","0"
"1999-01-10 21:00:00.0","0","27","10","0","0","0","73","16","12","0"
"1999-01-10 21:10:00.0","0","16","10","0","0","0","63","16","12","0"
"1999-01-10 21:20:00.0","0","0","9","0","0","0","50","16","12","0"
"1999-01-10 21:30:00.0","0","0","10","0","0","0","50","16","11","0"
"1999-01-10 21:40:00.0","0","0","10","0","0","0","50","17","12","0"
"1999-01-10 21:50:00.0","0","0","9","0","0","0","51","16","13","0"
"1999-01-10 22:00:00.0","0","0","10","0","0","0","61","35","4","0"
"1999-01-10 22:10:00.0","0","25","10","0","0","0","71","26","0","0"
"1999-01-10 22:20:00.0","0","23","9","0","0","0","56","16","0","0"
"1999-01-10 22:30:00.0","0","0","7","0","0","0","34","16","0","0"
"1999-01-10 22:40:00.0","0","0","0","0","0","0","28","17","0","0"
"1999-01-10 22:50:00.0","0","0","0","0","0","0","28","17","0","0"
"1999-01-10 23:00:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-10 23:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-10 23:20:00.0","0","14","0","0","0","0","24","0","0","0"
"1999-01-10 23:30:00.0","0","26","0","0","0","0","34","0","0","0"
"1999-01-10 23:40:00.0","0","9","0","0","0","0","20","0","0","0"
"1999-01-10 23:50:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 00:00:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 00:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 00:20:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 00:30:00.0","0","2","0","0","0","0","13","0","0","0"
"1999-01-11 00:40:00.0","0","27","0","0","0","0","36","0","0","0"
"1999-01-11 00:50:00.0","0","20","0","0","0","0","28","0","0","0"
"1999-01-11 01:00:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 01:10:00.0","0","3","0","0","0","0","11","0","0","0"
"1999-01-11 01:20:00.0","0","3","0","0","0","0","12","0","0","0"
"1999-01-11 01:30:00.0","0","3","0","0","0","0","11","0","0","0"
"1999-01-11 01:40:00.0","0","3","0","0","0","0","12","0","0","0"
"1999-01-11 01:50:00.0","0","5","0","0","0","0","26","0","0","0"
"1999-01-11 02:00:00.0","0","26","0","0","0","0","35","0","0","0"
"1999-01-11 02:10:00.0","0","7","0","0","0","0","17","0","0","0"
"1999-01-11 02:20:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 02:30:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 02:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 02:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 03:00:00.0","0","2","0","0","0","0","14","0","0","0"
"1999-01-11 03:10:00.0","0","27","0","0","0","0","35","0","0","0"
"1999-01-11 03:20:00.0","0","21","0","0","0","0","30","0","0","0"
"1999-01-11 03:30:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 03:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 03:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 04:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 04:10:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 04:20:00.0","0","11","0","0","0","0","21","0","0","0"
"1999-01-11 04:30:00.0","0","27","0","0","0","0","35","0","0","0"
"1999-01-11 04:40:00.0","0","13","0","0","0","0","22","0","0","0"
"1999-01-11 04:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 05:00:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 05:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 05:20:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 05:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 05:40:00.0","0","20","0","0","0","0","30","0","0","0"
"1999-01-11 05:50:00.0","0","25","0","0","0","0","35","1","0","0"
"1999-01-11 06:00:00.0","0","4","0","0","0","0","120","38","0","0"
"1999-01-11 06:10:00.0","0","0","0","0","0","0","38","26","0","0"
"1999-01-11 06:20:00.0","0","0","0","0","0","0","21","10","0","0"
"1999-01-11 06:30:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 06:40:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 06:50:00.0","0","12","0","0","0","0","22","0","0","0"
"1999-01-11 07:00:00.0","56","26","0","0","0","0","99","9","0","0"
"1999-01-11 07:10:00.0","8","19","0","0","0","0","65","25","0","0"
"1999-01-11 07:20:00.0","0","0","0","0","0","0","94","25","0","0"
"1999-01-11 07:30:00.0","0","0","0","0","0","0","36","25","0","0"
"1999-01-11 07:40:00.0","0","0","0","0","0","0","36","25","0","0"
"1999-01-11 07:50:00.0","0","0","0","0","0","0","29","18","0","0"
"1999-01-11 08:00:00.0","0","15","0","0","0","0","41","16","0","0"
"1999-01-11 08:10:00.0","0","25","0","0","0","0","49","16","0","0"
"1999-01-11 08:20:00.0","0","5","0","0","0","0","31","16","0","0"
"1999-01-11 08:30:00.0","0","0","0","0","0","0","31","20","0","0"
"1999-01-11 08:40:00.0","0","0","0","0","0","0","31","20","0","0"
"1999-01-11 08:50:00.0","0","0","0","0","0","0","27","16","0","0"
"1999-01-11 09:00:00.0","0","0","0","0","0","0","28","16","0","0"
"1999-01-11 09:10:00.0","0","9","0","0","0","0","35","17","0","0"
"1999-01-11 09:20:00.0","0","26","0","0","0","0","44","9","0","0"
"1999-01-11 09:30:00.0","0","12","0","0","0","0","21","0","0","0"
"1999-01-11 09:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 09:50:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 10:00:00.0","0","0","0","0","0","0","13","2","0","0"
"1999-01-11 10:10:00.0","0","1","0","0","0","0","101","2","0","0"
"1999-01-11 10:20:00.0","0","27","0","0","0","0","35","0","0","0"
"1999-01-11 10:30:00.0","0","17","0","0","0","0","30","4","0","0"
"1999-01-11 10:40:00.0","0","0","0","0","0","0","30","19","0","0"
"1999-01-11 10:50:00.0","0","0","0","0","0","0","31","20","0","0"
"1999-01-11 11:00:00.0","0","0","0","0","0","0","30","19","0","0"
"1999-01-11 11:10:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 11:20:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 11:30:00.0","0","25","0","0","0","0","33","0","0","0"
"1999-01-11 11:40:00.0","0","23","0","0","0","0","32","1","0","0"
"1999-01-11 11:50:00.0","0","1","0","0","0","0","13","0","0","0"
"1999-01-11 12:00:00.0","0","0","0","0","0","0","12","0","0","0"
"1999-01-11 12:10:00.0","0","21","0","0","0","0","30","0","0","0"
"1999-01-11 12:20:00.0","57","24","0","0","0","0","88","0","0","0"
"1999-01-11 12:30:00.0","55","0","0","0","0","0","67","0","0","0"
"1999-01-11 12:40:00.0","0","0","0","0","0","0","11","0","0","0"
"1999-01-11 12:50:00.0","0","17","0","0","0","0","137","0","0","0"
"1999-01-11 13:00:00.0","0","19","0","0","0","0","42","0","13","0"
