"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-06-15 18:00:00.0","0","0","0","8","36","8","0","0"
"1998-06-15 18:10:00.0","8","0","0","8","72","27","14","0"
"1998-06-15 18:20:00.0","24","0","0","17","90","21","18","0"
"1998-06-15 18:30:00.0","15","0","0","8","53","0","17","0"
"1998-06-15 18:40:00.0","7","0","0","8","45","0","15","0"
"1998-06-15 18:50:00.0","3","0","0","15","44","0","12","0"
"1998-06-15 19:00:00.0","3","0","0","8","24","0","0","0"
"1998-06-15 19:10:00.0","6","0","0","8","29","0","0","0"
"1998-06-15 19:20:00.0","20","0","0","8","39","0","0","0"
"1998-06-15 19:30:00.0","15","0","0","8","36","1","0","0"
"1998-06-15 19:40:00.0","0","0","0","9","26","4","0","0"
"1998-06-15 19:50:00.0","0","0","0","16","49","2","0","0"
"1998-06-15 20:00:00.0","8","0","0","8","35","0","0","0"
"1998-06-15 20:10:00.0","16","0","0","8","41","0","0","0"
"1998-06-15 20:20:00.0","16","0","0","9","41","1","0","0"
"1998-06-15 20:30:00.0","9","0","0","11","38","1","0","0"
"1998-06-15 20:40:00.0","0","0","0","12","34","2","0","0"
"1998-06-15 20:50:00.0","0","0","0","8","42","2","12","0"
"1998-06-15 21:00:00.0","19","0","0","8","58","0","16","0"
"1998-06-15 21:10:00.0","15","0","0","8","52","0","16","0"
"1998-06-15 21:20:00.0","16","0","0","8","67","0","15","0"
"1998-06-15 21:30:00.0","21","0","0","10","73","0","15","0"
"1998-06-15 21:40:00.0","12","0","0","14","72","0","15","0"
"1998-06-15 21:50:00.0","0","0","0","8","54","0","16","0"
"1998-06-15 22:00:00.0","1","0","0","7","55","0","14","0"
"1998-06-15 22:10:00.0","5","0","0","8","58","0","15","0"
"1998-06-15 22:20:00.0","12","0","0","8","65","0","15","0"
"1998-06-15 22:30:00.0","15","0","0","8","67","0","14","0"
"1998-06-15 22:40:00.0","17","0","0","8","68","0","15","0"
"1998-06-15 22:50:00.0","0","0","0","16","38","2","3","0"
"1998-06-15 23:00:00.0","0","0","0","8","22","0","0","0"
"1998-06-15 23:10:00.0","1","0","0","8","23","0","0","0"
"1998-06-15 23:20:00.0","19","0","0","8","38","0","0","0"
"1998-06-15 23:30:00.0","15","0","0","8","35","0","0","0"
"1998-06-15 23:40:00.0","8","0","0","8","28","0","0","0"
"1998-06-15 23:50:00.0","5","0","0","8","28","0","0","0"
"1998-06-16 00:00:00.0","0","0","0","16","30","0","0","0"
"1998-06-16 00:10:00.0","0","0","0","9","22","0","0","0"
"1998-06-16 00:20:00.0","16","0","0","8","36","0","0","0"
"1998-06-16 00:30:00.0","22","0","0","8","41","0","0","0"
"1998-06-16 00:40:00.0","3","0","0","8","25","0","0","0"
"1998-06-16 00:50:00.0","0","0","0","8","22","0","0","0"
"1998-06-16 01:00:00.0","3","0","0","8","25","0","0","0"
"1998-06-16 01:10:00.0","10","0","0","8","30","0","0","0"
"1998-06-16 01:20:00.0","16","0","0","16","43","0","0","0"
"1998-06-16 01:30:00.0","12","0","0","8","32","0","0","0"
"1998-06-16 01:40:00.0","6","0","0","8","28","0","0","0"
"1998-06-16 01:50:00.0","0","0","0","8","22","0","0","0"
"1998-06-16 02:00:00.0","0","0","0","8","22","0","0","0"
"1998-06-16 02:10:00.0","10","0","0","8","31","0","0","0"
"1998-06-16 02:20:00.0","22","0","0","8","41","0","0","0"
"1998-06-16 02:30:00.0","7","0","0","12","31","0","0","0"
"1998-06-16 02:40:00.0","0","0","0","12","26","0","0","0"
"1998-06-16 02:50:00.0","0","0","0","8","22","0","0","0"
"1998-06-16 03:00:00.0","9","0","0","8","28","0","0","0"
"1998-06-16 03:10:00.0","16","0","0","8","36","0","0","0"
"1998-06-16 03:20:00.0","15","0","0","8","34","0","0","0"
"1998-06-16 03:30:00.0","1","0","0","8","24","0","0","0"
"1998-06-16 03:40:00.0","5","0","0","8","25","0","0","0"
"1998-06-16 03:50:00.0","0","0","0","16","30","0","0","0"
"1998-06-16 04:00:00.0","7","0","0","8","29","0","0","0"
"1998-06-16 04:10:00.0","19","0","0","8","38","0","0","0"
"1998-06-16 04:20:00.0","13","0","0","8","33","0","0","0"
"1998-06-16 04:30:00.0","0","0","0","8","21","0","0","0"
"1998-06-16 04:40:00.0","0","0","0","8","22","0","0","0"
"1998-06-16 04:50:00.0","3","0","0","8","26","0","0","0"
"1998-06-16 05:00:00.0","17","0","0","8","36","0","0","0"
"1998-06-16 05:10:00.0","15","0","0","16","42","0","0","0"
"1998-06-16 05:20:00.0","4","0","0","8","25","0","0","0"
"1998-06-16 05:30:00.0","4","0","0","8","27","0","0","0"
"1998-06-16 05:40:00.0","2","0","0","8","22","0","0","0"
"1998-06-16 05:50:00.0","6","0","0","8","28","0","0","0"
"1998-06-16 06:00:00.0","15","0","0","8","35","0","0","0"
"1998-06-16 06:10:00.0","16","0","0","8","37","1","0","0"
"1998-06-16 06:20:00.0","1","0","0","12","27","0","0","0"
"1998-06-16 06:30:00.0","0","0","0","12","25","0","0","0"
"1998-06-16 06:40:00.0","0","0","0","8","21","0","0","0"
"1998-06-16 06:50:00.0","20","0","0","8","39","0","0","0"
"1998-06-16 07:00:00.0","15","0","0","8","34","0","0","0"
"1998-06-16 07:10:00.0","4","0","0","8","25","0","0","0"
"1998-06-16 07:20:00.0","0","0","0","7","48","0","2","0"
"1998-06-16 07:30:00.0","6","0","61","8","148","3","9","0"
"1998-06-16 07:40:00.0","4","0","0","16","38","0","0","0"
"1998-06-16 07:50:00.0","16","0","0","7","54","14","0","0"
"1998-06-16 08:00:00.0","12","0","0","8","35","1","0","0"
"1998-06-16 08:10:00.0","8","0","0","8","29","1","0","0"
"1998-06-16 08:20:00.0","16","0","0","7","35","0","0","0"
"1998-06-16 08:30:00.0","15","0","0","16","43","0","0","0"
"1998-06-16 08:40:00.0","7","0","0","8","28","0","0","0"
"1998-06-16 08:50:00.0","6","0","0","8","26","0","0","0"
"1998-06-16 09:00:00.0","0","0","0","8","21","0","0","0"
"1998-06-16 09:10:00.0","0","0","0","8","80","3","0","0"
"1998-06-16 09:20:00.0","17","0","0","8","50","0","0","0"
"1998-06-16 09:30:00.0","19","0","0","7","43","2","0","0"
"1998-06-16 09:40:00.0","2","0","0","16","32","0","0","0"
"1998-06-16 09:50:00.0","0","0","0","8","21","0","0","0"
"1998-06-16 10:00:00.0","3","0","0","7","25","0","0","0"
"1998-06-16 10:10:00.0","10","0","0","8","29","0","0","0"
"1998-06-16 10:20:00.0","15","0","0","8","35","0","0","0"
"1998-06-16 10:30:00.0","9","0","0","7","28","0","0","0"
"1998-06-16 10:40:00.0","4","0","0","8","25","0","0","0"
"1998-06-16 10:50:00.0","2","0","0","15","30","0","0","0"
"1998-06-16 11:00:00.0","0","0","0","8","20","0","0","0"
"1998-06-16 11:10:00.0","15","0","0","7","35","0","0","0"
"1998-06-16 11:20:00.0","20","0","0","8","37","0","0","0"
"1998-06-16 11:30:00.0","2","0","0","8","23","0","0","0"
"1998-06-16 11:40:00.0","0","0","0","8","21","0","0","0"
"1998-06-16 11:50:00.0","0","0","0","7","22","0","0","0"
"1998-06-16 12:00:00.0","20","0","0","17","48","0","0","0"
"1998-06-16 12:10:00.0","15","0","0","7","53","1","4","0"
"1998-06-16 12:20:00.0","15","0","0","8","73","0","9","0"
"1998-06-16 12:30:00.0","15","0","0","8","60","0","0","0"
"1998-06-16 12:40:00.0","4","0","0","7","40","0","0","0"
"1998-06-16 12:50:00.0","1","0","11","8","48","0","0","0"
"1998-06-16 13:00:00.0","18","0","0","16","63","3","0","0"
"1998-06-16 13:10:00.0","21","0","0","7","73","0","16","0"
"1998-06-16 13:20:00.0","14","0","0","7","70","0","17","0"
"1998-06-16 13:30:00.0","15","0","0","8","69","0","17","0"
"1998-06-16 13:40:00.0","11","0","0","8","51","5","7","0"
"1998-06-16 13:50:00.0","0","0","0","7","24","0","0","0"
"1998-06-16 14:00:00.0","1","0","0","15","34","0","0","0"
"1998-06-16 14:10:00.0","19","0","0","8","42","0","0","0"
"1998-06-16 14:20:00.0","19","0","0","7","41","0","0","0"
"1998-06-16 14:30:00.0","10","0","0","8","34","0","0","0"
"1998-06-16 14:40:00.0","0","0","0","8","26","0","0","0"
"1998-06-16 14:50:00.0","6","0","0","8","31","0","0","0"
"1998-06-16 15:00:00.0","11","0","0","7","36","0","0","0"
"1998-06-16 15:10:00.0","16","0","0","16","46","0","0","0"
"1998-06-16 15:20:00.0","17","0","0","8","41","0","0","0"
"1998-06-16 15:30:00.0","4","0","0","8","29","0","0","0"
"1998-06-16 15:40:00.0","0","0","0","7","25","0","0","0"
"1998-06-16 15:50:00.0","6","0","0","8","31","0","0","0"
"1998-06-16 16:00:00.0","22","0","0","8","45","0","0","0"
"1998-06-16 16:10:00.0","15","0","0","8","38","0","0","0"
"1998-06-16 16:20:00.0","3","0","0","15","36","0","0","0"
"1998-06-16 16:30:00.0","2","0","0","8","27","0","0","0"
"1998-06-16 16:40:00.0","5","0","0","7","31","0","0","0"
"1998-06-16 16:50:00.0","16","0","0","8","39","0","0","0"
"1998-06-16 17:00:00.0","15","0","0","8","39","0","0","0"
"1998-06-16 17:10:00.0","13","0","0","0","63","1","0","0"
"1998-06-16 17:20:00.0","0","0","0","0","89","0","0","0"
"1998-06-16 17:30:00.0","0","0","0","0","41","7","0","0"
"1998-06-16 17:40:00.0","13","0","0","0","55","17","8","0"
"1998-06-16 17:50:00.0","19","0","0","0","68","17","16","0"
"1998-06-16 18:00:00.0","11","0","0","0","61","17","15","0"
"1998-06-16 18:10:00.0","0","0","0","0","53","19","15","0"
"1998-06-16 18:20:00.0","6","0","0","0","68","26","16","0"
"1998-06-16 18:30:00.0","4","0","0","3","69","26","16","0"
"1998-06-16 18:40:00.0","16","0","0","6","80","26","14","0"
"1998-06-16 18:50:00.0","16","0","0","0","74","27","16","0"
"1998-06-16 19:00:00.0","7","0","0","7","74","26","14","0"
"1998-06-16 19:10:00.0","0","0","0","0","98","64","15","0"
"1998-06-16 19:20:00.0","12","0","0","0","73","27","16","0"
"1998-06-16 19:30:00.0","24","0","0","8","63","17","3","0"
"1998-06-16 19:40:00.0","15","0","41","0","84","17","0","0"
"1998-06-16 19:50:00.0","12","0","32","2","77","17","0","0"
"1998-06-16 20:00:00.0","7","0","0","5","41","16","0","0"
"1998-06-16 20:10:00.0","2","0","0","0","35","20","0","0"
"1998-06-16 20:20:00.0","15","0","0","0","46","17","0","0"
"1998-06-16 20:30:00.0","22","0","0","7","56","17","0","0"
"1998-06-16 20:40:00.0","3","0","0","0","43","21","5","0"
"1998-06-16 20:50:00.0","7","0","0","0","63","20","16","0"
"1998-06-16 21:00:00.0","6","0","0","0","60","18","16","0"
"1998-06-16 21:10:00.0","17","0","0","0","69","17","15","0"
"1998-06-16 21:20:00.0","14","12","0","0","73","16","16","0"
"1998-06-16 21:30:00.0","0","41","0","7","93","17","15","0"
"1998-06-16 21:40:00.0","0","42","0","0","86","17","15","0"
"1998-06-16 21:50:00.0","22","40","0","0","106","17","16","0"
"1998-06-16 22:00:00.0","13","40","0","0","95","17","15","0"
"1998-06-16 22:10:00.0","0","41","0","0","85","17","14","0"
"1998-06-16 22:20:00.0","4","40","0","0","87","17","15","0"
"1998-06-16 22:30:00.0","10","16","0","0","72","17","14","0"
"1998-06-16 22:40:00.0","16","12","0","0","76","16","15","0"
"1998-06-16 22:50:00.0","4","13","0","8","77","19","14","0"
"1998-06-16 23:00:00.0","5","14","0","0","73","17","15","0"
"1998-06-16 23:10:00.0","1","15","0","0","68","17","14","0"
"1998-06-16 23:20:00.0","16","13","0","0","79","17","13","0"
"1998-06-16 23:30:00.0","15","15","0","0","79","18","14","0"
"1998-06-16 23:40:00.0","2","14","0","0","69","17","16","0"
"1998-06-16 23:50:00.0","0","15","0","0","66","18","15","0"
"1998-06-17 00:00:00.0","9","3","0","0","49","17","3","0"
"1998-06-17 00:10:00.0","23","0","0","0","51","17","0","0"
"1998-06-17 00:20:00.0","2","0","0","8","40","18","0","0"
"1998-06-17 00:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 00:40:00.0","3","0","0","0","35","17","0","0"
"1998-06-17 00:50:00.0","21","0","0","0","49","18","0","0"
"1998-06-17 01:00:00.0","9","0","0","0","39","17","0","0"
"1998-06-17 01:10:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 01:20:00.0","6","0","0","0","37","17","0","0"
"1998-06-17 01:30:00.0","10","0","0","0","41","18","0","0"
"1998-06-17 01:40:00.0","15","0","0","0","44","17","0","0"
"1998-06-17 01:50:00.0","2","0","0","0","33","17","0","0"
"1998-06-17 02:00:00.0","5","0","0","7","45","18","0","0"
"1998-06-17 02:10:00.0","1","0","0","0","32","17","0","0"
"1998-06-17 02:20:00.0","16","0","0","0","45","17","0","0"
"1998-06-17 02:30:00.0","11","0","0","0","41","17","0","0"
"1998-06-17 02:40:00.0","5","0","0","0","35","18","0","0"
"1998-06-17 02:50:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 03:00:00.0","9","0","0","0","40","17","0","0"
"1998-06-17 03:10:00.0","21","0","0","0","48","17","0","0"
"1998-06-17 03:20:00.0","2","0","0","0","34","17","0","0"
"1998-06-17 03:30:00.0","0","0","0","8","39","18","0","0"
"1998-06-17 03:40:00.0","1","0","0","0","32","17","0","0"
"1998-06-17 03:50:00.0","23","0","0","0","52","17","0","0"
"1998-06-17 04:00:00.0","8","0","0","0","38","18","0","0"
"1998-06-17 04:10:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 04:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 04:30:00.0","21","0","0","0","50","17","0","0"
"1998-06-17 04:40:00.0","10","0","0","0","40","17","0","0"
"1998-06-17 04:50:00.0","0","0","0","0","31","18","0","0"
"1998-06-17 05:00:00.0","0","0","0","1","32","17","0","0"
"1998-06-17 05:10:00.0","13","0","0","7","50","17","0","0"
"1998-06-17 05:20:00.0","16","0","0","0","45","18","0","0"
"1998-06-17 05:30:00.0","3","0","0","0","34","17","0","0"
"1998-06-17 05:40:00.0","0","0","0","0","32","17","0","0"
"1998-06-17 05:50:00.0","5","0","0","0","36","17","0","0"
"1998-06-17 06:00:00.0","14","0","0","0","44","18","0","0"
"1998-06-17 06:10:00.0","12","0","0","0","41","17","0","0"
"1998-06-17 06:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 06:30:00.0","5","0","0","0","37","18","0","0"
"1998-06-17 06:40:00.0","5","0","0","8","44","17","0","0"
"1998-06-17 06:50:00.0","16","0","0","0","45","17","0","0"
"1998-06-17 07:00:00.0","4","0","0","0","35","17","0","0"
"1998-06-17 07:10:00.0","6","0","0","0","36","17","0","0"
"1998-06-17 07:20:00.0","0","0","40","0","82","18","0","0"
"1998-06-17 07:30:00.0","12","0","0","0","110","16","0","0"
"1998-06-17 07:40:00.0","12","0","0","0","50","17","0","0"
"1998-06-17 07:50:00.0","7","0","0","0","49","21","0","0"
"1998-06-17 08:00:00.0","0","0","0","0","39","17","0","0"
"1998-06-17 08:10:00.0","4","0","0","0","43","16","0","0"
"1998-06-17 08:20:00.0","16","0","0","8","61","17","0","0"
"1998-06-17 08:30:00.0","11","0","66","0","111","17","0","0"
"1998-06-17 08:40:00.0","0","0","0","0","30","16","0","0"
"1998-06-17 08:50:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 09:00:00.0","17","0","0","0","60","32","0","0"
"1998-06-17 09:10:00.0","12","0","0","0","51","26","0","0"
"1998-06-17 09:20:00.0","0","0","0","0","31","16","0","0"
"1998-06-17 09:30:00.0","0","0","0","0","36","24","0","0"
"1998-06-17 09:40:00.0","7","0","0","0","37","16","0","0"
"1998-06-17 09:50:00.0","22","0","0","8","57","17","0","0"
"1998-06-17 10:00:00.0","1","0","0","0","32","17","0","0"
"1998-06-17 10:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-17 10:20:00.0","0","0","0","0","30","17","0","0"
"1998-06-17 10:30:00.0","21","0","0","0","50","16","0","0"
"1998-06-17 10:40:00.0","10","0","0","0","38","17","0","0"
"1998-06-17 10:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-17 11:00:00.0","0","0","0","0","30","16","0","0"
"1998-06-17 11:10:00.0","13","0","0","0","43","17","0","0"
"1998-06-17 11:20:00.0","16","0","0","4","48","17","0","0"
"1998-06-17 11:30:00.0","2","0","0","3","36","16","0","0"
"1998-06-17 11:40:00.0","0","0","0","0","29","17","0","0"
"1998-06-17 11:50:00.0","6","0","0","0","35","16","0","0"
"1998-06-17 12:00:00.0","18","0","0","0","50","17","0","0"
"1998-06-17 12:10:00.0","17","0","0","0","51","18","0","0"
"1998-06-17 12:20:00.0","22","0","0","0","56","18","0","0"
"1998-06-17 12:30:00.0","14","0","10","0","56","17","0","0"
"1998-06-17 12:40:00.0","5","0","6","0","52","17","0","0"
"1998-06-17 12:50:00.0","2","0","0","0","50","17","0","0"
"1998-06-17 13:00:00.0","9","0","0","0","57","16","0","0"
"1998-06-17 13:10:00.0","22","0","0","6","73","17","0","0"
"1998-06-17 13:20:00.0","6","0","0","2","55","16","0","0"
"1998-06-17 13:30:00.0","0","0","0","0","49","18","0","0"
"1998-06-17 13:40:00.0","10","0","0","0","71","17","16","0"
"1998-06-17 13:50:00.0","16","0","0","0","75","16","17","0"
"1998-06-17 14:00:00.0","9","0","0","0","68","16","16","0"
"1998-06-17 14:10:00.0","6","0","0","0","66","17","15","0"
"1998-06-17 14:20:00.0","0","0","0","0","63","17","17","0"
"1998-06-17 14:30:00.0","13","0","0","0","73","16","17","0"
"1998-06-17 14:40:00.0","21","0","0","0","81","17","17","0"
"1998-06-17 14:50:00.0","1","0","0","7","66","20","16","0"
"1998-06-17 15:00:00.0","0","0","0","0","57","25","18","0"
"1998-06-17 15:10:00.0","18","0","0","0","66","17","17","0"
"1998-06-17 15:20:00.0","15","0","0","0","62","17","15","0"
"1998-06-17 15:30:00.0","0","0","0","0","58","17","15","0"
"1998-06-17 15:40:00.0","2","0","0","0","50","17","8","0"
"1998-06-17 15:50:00.0","15","0","0","0","44","17","0","0"
"1998-06-17 16:00:00.0","15","0","0","0","43","17","0","0"
"1998-06-17 16:10:00.0","1","0","0","0","33","16","0","0"
"1998-06-17 16:20:00.0","7","0","0","0","35","17","0","0"
"1998-06-17 16:30:00.0","3","0","0","4","38","17","0","0"
"1998-06-17 16:40:00.0","16","0","0","4","48","17","0","0"
"1998-06-17 16:50:00.0","14","0","0","0","42","16","0","0"
"1998-06-17 17:00:00.0","0","0","0","0","29","16","0","0"
"1998-06-17 17:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-17 17:20:00.0","23","0","0","0","51","17","0","0"
"1998-06-17 17:30:00.0","13","0","0","0","42","17","0","0"
"1998-06-17 17:40:00.0","0","0","0","0","31","17","0","0"
"1998-06-17 17:50:00.0","6","0","0","0","36","17","0","0"
"1998-06-17 18:00:00.0","6","0","0","0","38","18","0","0"
"1998-06-17 18:10:00.0","16","0","0","0","44","16","0","0"
"1998-06-17 18:20:00.0","11","0","0","0","41","18","0","0"
"1998-06-17 18:30:00.0","2","0","0","7","43","20","0","0"
"1998-06-17 18:40:00.0","0","0","0","0","30","17","0","0"
"1998-06-17 18:50:00.0","13","0","0","0","42","16","0","0"
"1998-06-17 19:00:00.0","21","0","0","0","48","17","0","0"
"1998-06-17 19:10:00.0","1","0","0","0","32","18","0","0"
"1998-06-17 19:20:00.0","3","0","0","0","186","16","0","0"
"1998-06-17 19:30:00.0","4","0","0","1","367","17","0","0"
"1998-06-17 19:40:00.0","16","0","0","6","377","16","0","0"
"1998-06-17 19:50:00.0","19","0","0","0","375","16","0","0"
"1998-06-17 20:00:00.0","6","0","0","0","362","16","0","0"
"1998-06-17 20:10:00.0","0","0","0","0","241","18","0","0"
"1998-06-17 20:20:00.0","4","0","0","0","186","19","3","0"
"1998-06-17 20:30:00.0","19","0","0","0","71","17","17","0"
"1998-06-17 20:40:00.0","11","0","0","0","65","17","16","0"
"1998-06-17 20:50:00.0","3","0","0","8","57","17","16","0"
"1998-06-17 21:00:00.0","3","0","0","0","52","16","17","0"
"1998-06-17 21:10:00.0","5","0","0","0","53","17","17","0"
"1998-06-17 21:20:00.0","17","0","0","0","62","17","15","0"
"1998-06-17 21:30:00.0","13","15","0","0","74","17","17","0"
"1998-06-17 21:40:00.0","0","45","0","0","90","16","16","0"
"1998-06-17 21:50:00.0","0","44","0","0","92","18","16","0"
"1998-06-17 22:00:00.0","23","45","20","0","130","17","14","0"
"1998-06-17 22:10:00.0","10","46","0","0","99","17","15","0"
"1998-06-17 22:20:00.0","0","45","0","7","96","17","14","0"
"1998-06-17 22:30:00.0","6","45","0","0","95","17","14","0"
"1998-06-17 22:40:00.0","6","46","0","0","95","17","15","0"
"1998-06-17 22:50:00.0","18","45","0","0","106","17","15","0"
"1998-06-17 23:00:00.0","11","46","0","0","98","17","13","0"
"1998-06-17 23:10:00.0","0","45","0","0","89","17","13","0"
"1998-06-17 23:20:00.0","1","45","0","0","92","17","16","0"
"1998-06-17 23:30:00.0","19","47","0","0","108","17","16","0"
"1998-06-17 23:40:00.0","15","46","0","0","104","17","16","0"
"1998-06-17 23:50:00.0","0","46","0","5","97","17","16","0"
"1998-06-18 00:00:00.0","6","11","0","3","55","17","4","0"
"1998-06-18 00:10:00.0","2","0","0","0","34","18","0","0"
"1998-06-18 00:20:00.0","16","0","0","0","45","17","0","0"
"1998-06-18 00:30:00.0","16","0","0","0","44","17","0","0"
"1998-06-18 00:40:00.0","0","0","0","0","32","18","0","0"
"1998-06-18 00:50:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 01:00:00.0","15","0","0","0","46","17","0","0"
"1998-06-18 01:10:00.0","16","0","0","0","44","18","0","0"
"1998-06-18 01:20:00.0","2","0","0","0","34","17","0","0"
"1998-06-18 01:30:00.0","3","0","0","8","43","17","0","0"
"1998-06-18 01:40:00.0","3","0","0","0","33","18","0","0"
"1998-06-18 01:50:00.0","14","0","0","0","44","17","0","0"
"1998-06-18 02:00:00.0","13","0","0","0","43","17","0","0"
"1998-06-18 02:10:00.0","7","0","0","0","37","17","0","0"
"1998-06-18 02:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 02:30:00.0","2","0","0","0","33","18","0","0"
"1998-06-18 02:40:00.0","22","0","0","0","50","17","0","0"
"1998-06-18 02:50:00.0","10","0","0","0","39","17","0","0"
"1998-06-18 03:00:00.0","0","0","0","8","39","17","0","0"
"1998-06-18 03:10:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 03:20:00.0","13","0","0","0","43","17","0","0"
"1998-06-18 03:30:00.0","16","0","0","0","44","17","0","0"
"1998-06-18 03:40:00.0","4","0","0","0","35","17","0","0"
"1998-06-18 03:50:00.0","5","0","0","0","35","17","0","0"
"1998-06-18 04:00:00.0","1","0","0","0","32","17","0","0"
"1998-06-18 04:10:00.0","11","0","0","0","42","17","0","0"
"1998-06-18 04:20:00.0","15","0","0","0","43","17","0","0"
"1998-06-18 04:30:00.0","7","0","0","8","45","17","0","0"
"1998-06-18 04:40:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 04:50:00.0","1","0","0","0","32","17","0","0"
"1998-06-18 05:00:00.0","19","0","0","0","47","17","0","0"
"1998-06-18 05:10:00.0","13","0","0","0","43","17","0","0"
"1998-06-18 05:20:00.0","0","0","0","0","30","17","0","0"
"1998-06-18 05:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 05:40:00.0","12","0","0","0","42","17","0","0"
"1998-06-18 05:50:00.0","17","0","0","6","51","17","0","0"
"1998-06-18 06:00:00.0","4","0","0","3","37","18","0","0"
"1998-06-18 06:10:00.0","0","0","0","0","30","16","0","0"
"1998-06-18 06:20:00.0","6","0","0","0","36","17","0","0"
"1998-06-18 06:30:00.0","10","0","0","0","41","17","0","0"
"1998-06-18 06:40:00.0","16","0","0","0","44","17","0","0"
"1998-06-18 06:50:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 07:00:00.0","6","0","0","0","36","17","0","0"
"1998-06-18 07:10:00.0","0","0","0","0","30","16","0","0"
"1998-06-18 07:20:00.0","15","0","0","8","52","17","0","0"
"1998-06-18 07:30:00.0","11","0","0","0","40","17","0","0"
"1998-06-18 07:40:00.0","6","0","72","0","178","17","0","0"
"1998-06-18 07:50:00.0","0","0","12","0","66","16","0","0"
"1998-06-18 08:00:00.0","4","0","0","0","50","26","0","0"
"1998-06-18 08:10:00.0","18","0","0","0","97","22","0","0"
"1998-06-18 08:20:00.0","11","0","0","0","49","17","0","0"
"1998-06-18 08:30:00.0","0","0","0","2","42","17","0","0"
"1998-06-18 08:40:00.0","0","0","0","6","71","18","0","0"
"1998-06-18 08:50:00.0","15","0","0","0","118","17","0","0"
"1998-06-18 09:00:00.0","17","0","0","0","51","17","0","0"
"1998-06-18 09:10:00.0","1","0","0","0","41","20","0","0"
"1998-06-18 09:20:00.0","0","0","12","0","49","17","0","0"
"1998-06-18 09:30:00.0","5","0","0","0","42","17","0","0"
"1998-06-18 09:40:00.0","16","0","0","9","56","17","0","0"
"1998-06-18 09:50:00.0","11","0","0","0","45","16","0","0"
"1998-06-18 10:00:00.0","0","0","0","7","42","17","0","0"
"1998-06-18 10:10:00.0","6","0","0","0","41","16","0","0"
"1998-06-18 10:20:00.0","2","0","0","0","38","17","0","0"
"1998-06-18 10:30:00.0","16","0","0","7","56","16","0","0"
"1998-06-18 10:40:00.0","8","0","0","0","41","16","0","0"
"1998-06-18 10:50:00.0","6","0","0","0","41","17","0","0"
"1998-06-18 11:00:00.0","0","0","0","7","46","18","0","0"
"1998-06-18 11:10:00.0","8","0","0","0","61","33","0","0"
"1998-06-18 11:20:00.0","18","0","0","0","69","33","0","0"
"1998-06-18 11:30:00.0","7","0","0","0","59","33","0","0"
"1998-06-18 11:40:00.0","0","0","0","7","60","32","0","0"
"1998-06-18 11:50:00.0","0","0","0","0","36","18","0","0"
"1998-06-18 12:00:00.0","23","0","0","0","57","16","0","0"
"1998-06-18 12:10:00.0","13","0","32","0","270","29","0","0"
"1998-06-18 12:20:00.0","0","0","33","0","316","18","0","106"
"1998-06-18 12:30:00.0","7","0","0","0","356","16","0","300"
"1998-06-18 12:40:00.0","13","0","0","7","374","27","0","300"
"1998-06-18 12:50:00.0","19","0","0","0","367","29","0","299"
"1998-06-18 13:00:00.0","8","0","0","0","352","16","0","305"
"1998-06-18 13:10:00.0","0","0","0","0","356","17","0","317"
"1998-06-18 13:20:00.0","3","0","0","7","358","20","0","306"
"1998-06-18 13:30:00.0","19","0","0","0","341","15","0","285"
"1998-06-18 13:40:00.0","15","0","0","0","68","17","0","25"
"1998-06-18 13:50:00.0","3","0","0","0","48","17","0","15"
"1998-06-18 14:00:00.0","4","0","0","0","67","16","0","34"
"1998-06-18 14:10:00.0","1","0","0","0","73","17","0","43"
"1998-06-18 14:20:00.0","18","0","0","0","68","16","0","22"
"1998-06-18 14:30:00.0","18","0","0","0","99","17","0","54"
"1998-06-18 14:40:00.0","0","0","0","7","38","17","0","0"
"1998-06-18 14:50:00.0","0","0","0","0","31","16","0","0"
"1998-06-18 15:00:00.0","14","0","0","0","43","17","0","0"
"1998-06-18 15:10:00.0","15","0","0","0","44","16","0","0"
"1998-06-18 15:20:00.0","9","0","0","0","39","17","0","0"
"1998-06-18 15:30:00.0","6","0","0","0","37","17","0","0"
"1998-06-18 15:40:00.0","0","0","0","0","32","17","0","0"
"1998-06-18 15:50:00.0","10","0","0","0","40","17","0","0"
"1998-06-18 16:00:00.0","23","0","0","0","51","17","0","0"
