"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-10-24 01:50:00.0","17","0","0","8","37","0","0","0"
"1998-10-24 02:00:00.0","16","0","0","17","44","0","0","0"
"1998-10-24 02:10:00.0","20","0","0","8","38","0","0","0"
"1998-10-24 02:20:00.0","0","0","0","7","21","0","0","0"
"1998-10-24 02:30:00.0","0","0","0","9","22","0","0","0"
"1998-10-24 02:40:00.0","5","0","0","8","28","0","0","0"
"1998-10-24 02:50:00.0","0","0","0","16","29","0","0","0"
"1998-10-24 03:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 03:10:00.0","4","0","0","8","26","0","0","0"
"1998-10-24 03:20:00.0","24","0","0","8","42","0","0","0"
"1998-10-24 03:30:00.0","15","0","0","8","35","0","0","0"
"1998-10-24 03:40:00.0","15","0","0","16","43","0","0","0"
"1998-10-24 03:50:00.0","6","0","0","8","28","0","0","0"
"1998-10-24 04:00:00.0","1","0","0","8","43","20","0","0"
"1998-10-24 04:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-24 04:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-24 04:30:00.0","5","0","0","17","36","0","0","0"
"1998-10-24 04:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 04:50:00.0","18","0","0","7","37","0","0","0"
"1998-10-24 05:00:00.0","18","0","0","8","37","0","0","0"
"1998-10-24 05:10:00.0","19","0","0","8","39","0","0","0"
"1998-10-24 05:20:00.0","4","0","0","17","33","0","0","0"
"1998-10-24 05:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 05:40:00.0","6","0","0","8","27","0","0","0"
"1998-10-24 05:50:00.0","0","0","0","8","21","0","0","0"
"1998-10-24 06:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 06:10:00.0","0","0","0","16","29","0","0","0"
"1998-10-24 06:20:00.0","20","0","0","8","41","0","0","0"
"1998-10-24 06:30:00.0","16","0","0","8","36","0","0","0"
"1998-10-24 06:40:00.0","16","0","0","8","34","0","0","0"
"1998-10-24 06:50:00.0","8","0","0","7","29","0","0","0"
"1998-10-24 07:00:00.0","4","0","0","17","34","0","0","0"
"1998-10-24 07:10:00.0","0","0","0","8","33","0","0","0"
"1998-10-24 07:20:00.0","0","0","0","8","32","0","0","0"
"1998-10-24 07:30:00.0","5","0","0","7","37","0","0","0"
"1998-10-24 07:40:00.0","1","0","0","8","33","0","0","0"
"1998-10-24 07:50:00.0","11","0","0","16","52","0","0","0"
"1998-10-24 08:00:00.0","17","0","37","8","121","0","0","0"
"1998-10-24 08:10:00.0","21","0","25","8","121","3","0","0"
"1998-10-24 08:20:00.0","9","0","0","8","39","0","5","0"
"1998-10-24 08:30:00.0","0","0","0","8","42","5","14","0"
"1998-10-24 08:40:00.0","3","0","0","17","52","2","15","0"
"1998-10-24 08:50:00.0","2","0","0","7","49","8","17","0"
"1998-10-24 09:00:00.0","0","0","0","9","42","3","16","0"
"1998-10-24 09:10:00.0","0","0","0","15","46","0","16","0"
"1998-10-24 09:20:00.0","17","0","0","8","56","0","17","0"
"1998-10-24 09:30:00.0","17","0","0","16","62","0","16","0"
"1998-10-24 09:40:00.0","15","0","0","8","52","0","16","0"
"1998-10-24 09:50:00.0","10","0","0","8","49","0","16","0"
"1998-10-24 10:00:00.0","7","0","0","16","53","3","14","0"
"1998-10-24 10:10:00.0","0","0","0","8","36","0","13","0"
"1998-10-24 10:20:00.0","0","0","0","8","22","0","1","0"
"1998-10-24 10:30:00.0","2","0","0","16","31","0","0","0"
"1998-10-24 10:40:00.0","4","0","0","8","25","0","0","0"
"1998-10-24 10:50:00.0","7","0","0","8","34","4","0","0"
"1998-10-24 11:00:00.0","17","0","0","8","40","3","0","0"
"1998-10-24 11:10:00.0","20","0","0","16","51","0","0","0"
"1998-10-24 11:20:00.0","14","0","0","8","38","0","0","0"
"1998-10-24 11:30:00.0","0","0","0","8","27","0","0","0"
"1998-10-24 11:40:00.0","0","0","40","16","72","0","0","0"
"1998-10-24 11:50:00.0","5","0","22","8","56","0","0","0"
"1998-10-24 12:00:00.0","0","0","0","8","27","0","0","0"
"1998-10-24 12:10:00.0","0","0","0","8","27","0","0","0"
"1998-10-24 12:20:00.0","17","0","0","16","49","0","0","0"
"1998-10-24 12:30:00.0","24","0","0","8","47","0","0","0"
"1998-10-24 12:40:00.0","15","0","0","8","42","2","0","0"
"1998-10-24 12:50:00.0","7","0","0","8","34","2","0","0"
"1998-10-24 13:00:00.0","5","0","0","16","40","0","0","0"
"1998-10-24 13:10:00.0","3","0","13","7","42","0","0","0"
"1998-10-24 13:20:00.0","0","0","18","8","44","0","0","0"
"1998-10-24 13:30:00.0","3","0","0","15","38","2","0","0"
"1998-10-24 13:40:00.0","12","0","0","8","37","0","0","0"
"1998-10-24 13:50:00.0","17","0","0","8","44","4","0","0"
"1998-10-24 14:00:00.0","18","0","0","12","44","1","0","0"
"1998-10-24 14:10:00.0","20","0","0","11","41","0","0","0"
"1998-10-24 14:20:00.0","7","0","0","7","28","0","0","0"
"1998-10-24 14:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 14:40:00.0","7","0","0","8","27","0","0","0"
"1998-10-24 14:50:00.0","0","0","0","8","21","0","0","0"
"1998-10-24 15:00:00.0","0","0","0","16","30","0","0","0"
"1998-10-24 15:10:00.0","6","0","0","8","28","0","0","0"
"1998-10-24 15:20:00.0","17","0","0","7","36","0","0","0"
"1998-10-24 15:30:00.0","16","0","0","8","36","0","0","0"
"1998-10-24 15:40:00.0","20","0","0","8","38","0","0","0"
"1998-10-24 15:50:00.0","16","0","0","14","43","0","0","0"
"1998-10-24 16:00:00.0","0","0","0","10","23","0","0","0"
"1998-10-24 16:10:00.0","1","0","0","7","23","0","0","0"
"1998-10-24 16:20:00.0","6","0","0","8","27","1","0","0"
"1998-10-24 16:30:00.0","0","0","0","8","23","2","0","0"
"1998-10-24 16:40:00.0","0","0","0","16","29","0","0","0"
"1998-10-24 16:50:00.0","10","0","0","8","32","0","0","0"
"1998-10-24 17:00:00.0","17","0","0","7","36","0","0","0"
"1998-10-24 17:10:00.0","15","0","0","8","35","0","0","0"
"1998-10-24 17:20:00.0","22","0","0","8","41","0","0","0"
"1998-10-24 17:30:00.0","8","0","0","16","47","12","0","0"
"1998-10-24 17:40:00.0","0","0","0","7","29","8","0","0"
"1998-10-24 17:50:00.0","6","0","0","8","46","8","0","0"
"1998-10-24 18:00:00.0","2","0","0","7","46","8","0","0"
"1998-10-24 18:10:00.0","0","0","0","8","44","8","0","0"
"1998-10-24 18:20:00.0","6","0","0","16","59","8","0","0"
"1998-10-24 18:30:00.0","12","0","0","7","54","8","0","0"
"1998-10-24 18:40:00.0","16","0","0","7","99","47","0","0"
"1998-10-24 18:50:00.0","22","0","0","8","115","46","4","0"
"1998-10-24 19:00:00.0","15","0","0","14","206","75","17","0"
"1998-10-24 19:10:00.0","0","0","0","8","115","33","17","0"
"1998-10-24 19:20:00.0","7","0","0","7","77","7","18","0"
"1998-10-24 19:30:00.0","0","0","0","8","65","6","14","0"
"1998-10-24 19:40:00.0","0","0","0","7","41","5","1","0"
"1998-10-24 19:50:00.0","8","0","0","15","70","6","12","0"
"1998-10-24 20:00:00.0","3","0","0","7","64","6","17","0"
"1998-10-24 20:10:00.0","17","0","0","8","73","5","16","0"
"1998-10-24 20:20:00.0","23","0","0","7","78","6","16","0"
"1998-10-24 20:30:00.0","15","0","0","8","71","5","15","0"
"1998-10-24 20:40:00.0","7","0","0","15","101","34","17","0"
"1998-10-24 20:50:00.0","6","0","0","8","83","22","16","0"
"1998-10-24 21:00:00.0","0","0","0","8","66","13","14","0"
"1998-10-24 21:10:00.0","0","0","0","8","55","2","14","0"
"1998-10-24 21:20:00.0","6","0","0","13","57","3","13","0"
"1998-10-24 21:30:00.0","0","0","0","11","41","3","13","0"
"1998-10-24 21:40:00.0","12","0","0","8","50","2","13","0"
"1998-10-24 21:50:00.0","23","0","0","8","60","4","13","0"
"1998-10-24 22:00:00.0","15","0","0","8","51","1","14","0"
"1998-10-24 22:10:00.0","15","0","0","16","57","0","13","0"
"1998-10-24 22:20:00.0","7","0","0","8","42","0","13","0"
"1998-10-24 22:30:00.0","0","0","0","8","36","0","14","0"
"1998-10-24 22:40:00.0","0","0","0","8","38","0","15","0"
"1998-10-24 22:50:00.0","4","0","0","8","43","0","16","0"
"1998-10-24 23:00:00.0","2","0","0","15","48","0","16","0"
"1998-10-24 23:10:00.0","2","0","0","9","42","0","15","0"
"1998-10-24 23:20:00.0","19","0","0","8","55","0","16","0"
"1998-10-24 23:30:00.0","21","7","0","8","62","0","14","0"
"1998-10-24 23:40:00.0","15","0","0","8","51","0","14","0"
"1998-10-24 23:50:00.0","7","0","0","10","44","0","13","0"
"1998-10-25 00:00:00.0","6","0","0","14","50","0","15","0"
"1998-10-25 00:10:00.0","0","0","0","8","26","0","4","0"
"1998-10-25 00:20:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 00:30:00.0","6","0","0","9","28","0","0","0"
"1998-10-25 00:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 00:50:00.0","11","0","0","16","40","0","0","0"
"1998-10-25 01:00:00.0","20","0","0","8","39","0","0","0"
"1998-10-25 01:10:00.0","18","0","0","8","38","0","0","0"
"1998-10-25 01:20:00.0","15","0","0","8","35","0","0","0"
"1998-10-25 01:30:00.0","1","0","0","8","22","0","0","0"
"1998-10-25 01:40:00.0","5","0","0","17","36","0","0","0"
"1998-10-25 01:50:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 02:00:00.0","8","0","0","8","28","0","0","0"
"1998-10-25 02:10:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 02:20:00.0","6","0","0","8","28","0","0","0"
"1998-10-25 02:30:00.0","0","0","0","16","30","0","0","0"
"1998-10-25 02:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-25 02:50:00.0","6","0","0","8","28","0","0","0"
"1998-10-25 03:00:00.0","8","0","0","8","30","0","0","0"
"1998-10-25 03:10:00.0","16","0","0","8","36","0","0","0"
"1998-10-25 03:20:00.0","18","0","0","16","46","0","0","0"
"1998-10-25 03:30:00.0","20","0","0","8","38","0","0","0"
"1998-10-25 03:40:00.0","1","0","0","8","23","0","0","0"
"1998-10-25 03:50:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 04:00:00.0","6","0","0","8","28","0","0","0"
"1998-10-25 04:10:00.0","0","0","0","13","26","0","0","0"
"1998-10-25 04:20:00.0","0","0","0","12","26","0","0","0"
"1998-10-25 04:30:00.0","2","0","0","8","24","0","0","0"
"1998-10-25 04:40:00.0","14","0","0","8","34","0","0","0"
"1998-10-25 04:50:00.0","16","0","0","8","36","0","0","0"
"1998-10-25 05:00:00.0","16","0","0","8","35","0","0","0"
"1998-10-25 05:10:00.0","22","0","0","16","49","0","0","0"
"1998-10-25 05:20:00.0","1","0","0","8","23","0","0","0"
"1998-10-25 05:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 05:40:00.0","3","0","0","8","25","0","0","0"
"1998-10-25 05:50:00.0","3","0","0","8","25","0","0","0"
"1998-10-25 06:00:00.0","0","0","0","17","30","0","0","0"
"1998-10-25 06:10:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 06:20:00.0","23","0","0","8","42","0","0","0"
"1998-10-25 06:30:00.0","15","0","0","8","35","0","0","0"
"1998-10-25 06:40:00.0","16","0","0","8","35","0","0","0"
"1998-10-25 06:50:00.0","11","0","0","10","34","0","0","0"
"1998-10-25 07:00:00.0","4","0","0","14","31","0","0","0"
"1998-10-25 07:10:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 07:20:00.0","0","0","0","7","21","0","0","0"
"1998-10-25 07:30:00.0","6","0","0","8","29","3","0","0"
"1998-10-25 07:40:00.0","0","0","0","8","23","2","0","0"
"1998-10-25 07:50:00.0","8","0","0","15","38","3","0","0"
"1998-10-25 08:00:00.0","17","0","0","8","39","2","0","0"
"1998-10-25 08:10:00.0","22","0","65","7","185","8","0","0"
"1998-10-25 08:20:00.0","15","0","0","8","74","0","0","0"
"1998-10-25 08:30:00.0","1","0","0","8","50","3","8","0"
"1998-10-25 08:40:00.0","6","0","0","16","77","7","15","0"
"1998-10-25 08:50:00.0","0","0","0","8","59","7","15","0"
"1998-10-25 09:00:00.0","0","0","0","8","65","11","15","0"
"1998-10-25 09:10:00.0","0","0","0","8","61","5","15","0"
"1998-10-25 09:20:00.0","6","0","0","8","63","6","12","0"
"1998-10-25 09:30:00.0","18","0","0","16","68","8","0","0"
"1998-10-25 09:40:00.0","15","0","0","8","60","8","0","0"
"1998-10-25 09:50:00.0","21","0","0","8","63","8","0","0"
"1998-10-25 10:00:00.0","6","0","0","7","49","7","0","0"
"1998-10-25 10:10:00.0","0","0","0","8","43","6","0","0"
"1998-10-25 10:20:00.0","0","0","0","16","52","6","0","0"
"1998-10-25 10:30:00.0","6","0","0","7","54","11","0","0"
"1998-10-25 10:40:00.0","0","0","0","8","42","6","0","0"
"1998-10-25 10:50:00.0","0","0","0","8","56","11","0","0"
"1998-10-25 11:00:00.0","17","0","0","14","191","6","0","0"
"1998-10-25 11:10:00.0","20","0","0","9","133","2","0","0"
"1998-10-25 11:20:00.0","15","0","0","8","165","0","0","0"
"1998-10-25 11:30:00.0","9","0","0","7","81","2","0","0"
"1998-10-25 11:40:00.0","5","0","0","8","30","2","0","0"
"1998-10-25 11:50:00.0","0","0","16","15","48","1","0","0"
"1998-10-25 12:00:00.0","0","0","0","8","23","0","0","0"
"1998-10-25 12:10:00.0","6","0","0","8","28","0","0","0"
"1998-10-25 12:20:00.0","1","0","0","7","33","0","8","0"
"1998-10-25 12:30:00.0","20","0","0","8","57","0","17","0"
"1998-10-25 12:40:00.0","20","0","0","16","66","2","15","0"
"1998-10-25 12:50:00.0","15","0","0","8","55","2","15","0"
"1998-10-25 13:00:00.0","7","0","0","15","52","0","16","0"
"1998-10-25 13:10:00.0","6","0","0","8","44","0","15","0"
"1998-10-25 13:20:00.0","0","0","0","8","45","6","17","0"
"1998-10-25 13:30:00.0","0","0","0","7","39","0","17","0"
"1998-10-25 13:40:00.0","6","0","0","8","33","0","6","0"
"1998-10-25 13:50:00.0","0","0","0","15","28","0","0","0"
"1998-10-25 14:00:00.0","14","0","0","7","34","0","0","0"
"1998-10-25 14:10:00.0","18","0","0","8","36","0","0","0"
"1998-10-25 14:20:00.0","20","0","0","7","38","0","0","0"
"1998-10-25 14:30:00.0","10","0","0","8","29","0","0","0"
"1998-10-25 14:40:00.0","0","0","0","15","29","0","0","0"
"1998-10-25 14:50:00.0","6","0","0","8","30","2","0","0"
"1998-10-25 15:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-25 15:10:00.0","0","0","0","10","120","0","0","0"
"1998-10-25 15:20:00.0","6","0","0","12","361","0","0","0"
"1998-10-25 15:30:00.0","18","0","0","8","332","0","2","0"
"1998-10-25 15:40:00.0","16","0","0","8","244","2","16","0"
"1998-10-25 15:50:00.0","21","0","0","15","262","3","16","0"
"1998-10-25 16:00:00.0","9","0","0","7","212","2","16","0"
"1998-10-25 16:10:00.0","0","0","0","8","184","3","15","0"
"1998-10-25 16:20:00.0","5","0","0","7","73","4","15","0"
"1998-10-25 16:30:00.0","0","0","0","8","64","0","16","0"
"1998-10-25 16:40:00.0","0","0","0","15","67","0","15","0"
"1998-10-25 16:50:00.0","5","0","0","8","57","0","14","0"
"1998-10-25 17:00:00.0","14","0","0","7","64","0","14","0"
"1998-10-25 17:10:00.0","17","0","0","8","71","0","14","0"
"1998-10-25 17:20:00.0","17","0","0","8","73","0","14","0"
"1998-10-25 17:30:00.0","22","0","0","14","80","0","15","0"
"1998-10-25 17:40:00.0","15","0","0","9","68","0","15","0"
"1998-10-25 17:50:00.0","14","0","0","8","73","7","16","0"
"1998-10-25 18:00:00.0","16","0","0","14","84","9","16","0"
"1998-10-25 18:10:00.0","0","0","0","14","69","10","17","0"
"1998-10-25 18:20:00.0","0","0","0","9","64","9","15","0"
"1998-10-25 18:30:00.0","6","0","0","11","75","12","15","0"
"1998-10-25 18:40:00.0","0","0","0","12","95","26","15","0"
"1998-10-25 18:50:00.0","0","0","0","7","331","11","16","0"
"1998-10-25 19:00:00.0","7","0","0","14","357","14","15","0"
"1998-10-25 19:10:00.0","15","0","0","8","289","13","14","0"
"1998-10-25 19:20:00.0","16","0","0","7","268","9","17","0"
"1998-10-25 19:30:00.0","23","0","0","15","417","9","17","0"
"1998-10-25 19:40:00.0","15","0","0","7","357","9","17","0"
"1998-10-25 19:50:00.0","14","0","0","8","249","7","17","0"
"1998-10-25 20:00:00.0","10","0","0","7","281","0","15","0"
"1998-10-25 20:10:00.0","0","0","0","8","167","0","16","0"
"1998-10-25 20:20:00.0","3","0","0","7","58","0","16","0"
"1998-10-25 20:30:00.0","4","0","0","16","64","0","16","0"
"1998-10-25 20:40:00.0","0","0","0","7","71","17","16","0"
"1998-10-25 20:50:00.0","4","0","0","8","69","10","16","0"
"1998-10-25 21:00:00.0","18","0","0","8","79","11","14","0"
"1998-10-25 21:10:00.0","16","0","0","15","84","10","15","0"
"1998-10-25 21:20:00.0","24","0","0","7","86","14","14","0"
"1998-10-25 21:30:00.0","15","0","0","8","74","8","14","0"
"1998-10-25 21:40:00.0","14","0","0","8","57","0","15","0"
"1998-10-25 21:50:00.0","11","0","0","8","73","20","14","0"
"1998-10-25 22:00:00.0","0","10","0","16","82","20","15","0"
"1998-10-25 22:10:00.0","0","46","0","8","89","2","15","0"
"1998-10-25 22:20:00.0","6","32","0","7","102","24","13","0"
"1998-10-25 22:30:00.0","0","7","0","8","31","0","2","0"
"1998-10-25 22:40:00.0","1","0","0","8","23","0","0","0"
"1998-10-25 22:50:00.0","25","0","0","13","48","0","0","0"
"1998-10-25 23:00:00.0","16","0","0","12","40","0","0","0"
"1998-10-25 23:10:00.0","16","0","0","8","35","0","0","0"
"1998-10-25 23:20:00.0","22","0","0","8","41","0","0","0"
"1998-10-25 23:30:00.0","13","0","0","8","33","0","0","0"
"1998-10-25 23:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-25 23:50:00.0","6","0","0","16","37","0","0","0"
"1998-10-26 00:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-26 00:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 00:20:00.0","7","0","0","8","29","0","0","0"
"1998-10-26 00:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-26 00:40:00.0","17","0","0","16","45","0","0","0"
"1998-10-26 00:50:00.0","22","5","0","8","52","0","0","0"
"1998-10-26 01:00:00.0","17","21","0","8","54","0","0","0"
"1998-10-26 01:10:00.0","15","1","0","8","56","21","0","0"
"1998-10-26 01:20:00.0","12","0","0","8","33","0","0","0"
"1998-10-26 01:30:00.0","3","0","0","8","24","0","0","0"
"1998-10-26 01:40:00.0","0","0","0","16","30","0","0","0"
"1998-10-26 01:50:00.0","1","0","0","8","23","0","0","0"
"1998-10-26 02:00:00.0","6","0","0","8","27","0","0","0"
"1998-10-26 02:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 02:20:00.0","3","0","0","8","25","0","0","0"
"1998-10-26 02:30:00.0","24","0","0","16","51","0","0","0"
"1998-10-26 02:40:00.0","16","0","0","8","36","0","0","0"
"1998-10-26 02:50:00.0","15","0","0","8","34","0","0","0"
"1998-10-26 03:00:00.0","21","0","0","7","51","11","0","0"
"1998-10-26 03:10:00.0","2","0","0","8","33","9","0","0"
"1998-10-26 03:20:00.0","0","0","0","12","25","0","0","0"
"1998-10-26 03:30:00.0","3","0","0","12","29","0","0","0"
"1998-10-26 03:40:00.0","4","0","0","8","24","0","0","0"
"1998-10-26 03:50:00.0","0","0","0","8","22","0","0","0"
"1998-10-26 04:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 04:10:00.0","21","0","0","7","41","0","0","0"
"1998-10-26 04:20:00.0","16","0","0","17","44","0","0","0"
"1998-10-26 04:30:00.0","15","0","0","7","35","0","0","0"
"1998-10-26 04:40:00.0","22","0","0","8","41","0","0","0"
"1998-10-26 04:50:00.0","7","0","0","8","28","0","0","0"
"1998-10-26 05:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 05:10:00.0","4","0","0","9","27","0","0","0"
"1998-10-26 05:20:00.0","2","0","0","14","30","0","0","0"
"1998-10-26 05:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 05:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 05:50:00.0","12","0","0","8","33","0","0","0"
"1998-10-26 06:00:00.0","17","0","0","16","45","0","0","0"
"1998-10-26 06:10:00.0","16","0","0","8","36","0","0","0"
"1998-10-26 06:20:00.0","22","0","0","8","41","0","0","0"
"1998-10-26 06:30:00.0","13","0","0","8","32","0","0","0"
"1998-10-26 06:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-26 06:50:00.0","2","0","0","13","39","1","0","0"
"1998-10-26 07:00:00.0","5","0","0","11","91","3","0","0"
"1998-10-26 07:10:00.0","0","0","0","8","39","0","0","0"
"1998-10-26 07:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 07:30:00.0","6","0","0","7","45","11","7","0"
"1998-10-26 07:40:00.0","17","0","0","8","54","0","16","0"
"1998-10-26 07:50:00.0","16","0","0","15","63","2","16","1"
"1998-10-26 08:00:00.0","19","0","0","8","307","0","16","249"
"1998-10-26 08:10:00.0","17","0","0","7","361","0","17","301"
"1998-10-26 08:20:00.0","0","0","0","12","359","0","17","310"
"1998-10-26 08:30:00.0","0","0","21","11","388","0","17","318"
"1998-10-26 08:40:00.0","6","0","0","7","371","0","16","321"
"1998-10-26 08:50:00.0","0","0","0","8","374","0","17","330"
"1998-10-26 09:00:00.0","0","0","0","7","372","0","17","328"
"1998-10-26 09:10:00.0","6","0","0","16","381","3","16","320"
"1998-10-26 09:20:00.0","14","0","0","8","116","10","15","56"
"1998-10-26 09:30:00.0","17","0","0","16","84","9","15","15"
"1998-10-26 09:40:00.0","17","0","0","14","103","7","16","38"
"1998-10-26 09:50:00.0","20","0","0","8","96","0","18","40"
"1998-10-26 10:00:00.0","6","0","0","14","68","0","10","27"
"1998-10-26 10:10:00.0","0","0","0","8","64","0","0","44"
"1998-10-26 10:20:00.0","6","0","0","8","28","0","0","0"
"1998-10-26 10:30:00.0","0","0","0","15","28","0","0","0"
"1998-10-26 10:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-26 10:50:00.0","11","0","0","8","32","0","0","0"
"1998-10-26 11:00:00.0","19","0","0","15","53","0","7","0"
"1998-10-26 11:10:00.0","16","0","0","8","48","0","12","0"
"1998-10-26 11:20:00.0","20","0","0","8","58","0","18","0"
"1998-10-26 11:30:00.0","17","0","0","12","43","0","2","0"
"1998-10-26 11:40:00.0","8","0","0","10","30","0","0","0"
"1998-10-26 11:50:00.0","6","0","0","8","27","0","0","0"
"1998-10-26 12:00:00.0","2","0","0","8","22","0","0","0"
"1998-10-26 12:10:00.0","0","0","0","15","30","0","0","0"
"1998-10-26 12:20:00.0","7","0","0","8","27","0","0","0"
"1998-10-26 12:30:00.0","6","0","0","7","27","0","0","0"
