"Time","Chest freezer (Kitchen, 200l)","Clothes drier (without condenser) (3,2kW)","Dish washer (12 place setting)","Fridge (Kitchen, 200l)","Microwave oven (1,25kW)","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine (4,5kg, 2,2kW)"
"1998-09-11 03:10:00.0","19","0","0","2","0","0","0","42","7","0","0"
"1998-09-11 03:20:00.0","19","0","0","5","0","0","0","40","7","0","0"
"1998-09-11 03:30:00.0","19","0","0","5","0","0","0","40","6","0","0"
"1998-09-11 03:40:00.0","19","0","0","5","0","0","0","40","7","0","0"
"1998-09-11 03:50:00.0","19","0","0","4","0","0","0","53","6","0","0"
"1998-09-11 04:00:00.0","19","0","0","5","0","0","0","47","7","0","0"
"1998-09-11 04:10:00.0","19","0","0","5","0","0","0","40","7","0","0"
"1998-09-11 04:20:00.0","19","0","0","5","0","0","0","40","6","0","0"
"1998-09-11 04:30:00.0","19","0","0","3","0","0","0","39","7","0","0"
"1998-09-11 04:40:00.0","19","0","0","2","0","0","0","61","6","0","0"
"1998-09-11 04:50:00.0","19","0","0","4","0","0","0","51","7","0","0"
"1998-09-11 05:00:00.0","18","0","0","5","0","0","0","40","7","0","0"
"1998-09-11 05:10:00.0","19","0","0","5","0","0","0","39","6","0","0"
"1998-09-11 05:20:00.0","19","0","0","5","0","0","0","40","7","0","0"
"1998-09-11 05:30:00.0","18","0","0","5","0","0","0","43","6","0","0"
"1998-09-11 05:40:00.0","19","0","0","4","0","0","0","56","7","0","0"
"1998-09-11 05:50:00.0","19","0","0","2","0","0","0","36","6","0","0"
"1998-09-11 06:00:00.0","18","0","0","3","0","0","0","37","7","0","0"
"1998-09-11 06:10:00.0","19","0","0","5","0","0","0","40","6","0","0"
"1998-09-11 06:20:00.0","18","0","0","5","0","0","0","39","7","0","0"
"1998-09-11 06:30:00.0","19","0","0","5","0","0","0","56","6","0","0"
"1998-09-11 06:40:00.0","18","0","0","4","0","0","0","42","7","0","0"
"1998-09-11 06:50:00.0","18","0","0","5","0","0","0","39","6","0","0"
"1998-09-11 07:00:00.0","18","0","0","2","0","0","0","35","6","0","0"
"1998-09-11 07:10:00.0","18","0","0","3","0","0","0","46","16","0","0"
"1998-09-11 07:20:00.0","18","0","0","5","68","0","0","231","45","6","0"
"1998-09-11 07:30:00.0","18","0","0","4","7","0","0","157","38","17","0"
"1998-09-11 07:40:00.0","18","0","152","5","0","0","0","253","49","17","0"
"1998-09-11 07:50:00.0","19","0","214","5","0","0","0","329","47","16","0"
"1998-09-11 08:00:00.0","17","0","334","5","0","0","0","433","43","16","0"
"1998-09-11 08:10:00.0","18","0","256","5","0","0","0","308","4","3","0"
"1998-09-11 08:20:00.0","19","0","9","1","0","0","0","53","0","0","0"
"1998-09-11 08:30:00.0","18","0","289","4","0","0","0","324","0","0","0"
"1998-09-11 08:40:00.0","18","0","333","5","0","0","0","378","5","0","0"
"1998-09-11 08:50:00.0","18","0","35","5","0","0","0","73","2","0","0"
"1998-09-11 09:00:00.0","18","0","0","5","0","0","0","99","4","0","0"
"1998-09-11 09:10:00.0","18","0","0","4","0","0","0","62","0","0","0"
"1998-09-11 09:20:00.0","19","0","0","5","0","0","0","38","0","0","0"
"1998-09-11 09:30:00.0","18","0","0","4","0","0","0","65","21","0","0"
"1998-09-11 09:40:00.0","18","0","0","1","0","0","0","88","25","0","0"
"1998-09-11 09:50:00.0","18","0","0","4","0","0","0","58","25","0","0"
"1998-09-11 10:00:00.0","18","433","0","5","0","0","0","558","13","0","0"
"1998-09-11 10:10:00.0","18","455","0","5","0","0","0","537","12","0","0"
"1998-09-11 10:20:00.0","18","359","0","5","0","0","0","415","6","0","0"
"1998-09-11 10:30:00.0","18","384","0","5","0","0","0","448","0","0","0"
"1998-09-11 10:40:00.0","18","312","0","2","0","0","0","352","0","0","0"
"1998-09-11 10:50:00.0","18","313","0","2","0","0","0","352","0","0","0"
"1998-09-11 11:00:00.0","18","312","0","5","0","0","0","353","0","0","0"
"1998-09-11 11:10:00.0","18","310","0","5","0","0","0","368","0","0","0"
"1998-09-11 11:20:00.0","18","310","0","5","0","0","0","355","0","0","0"
"1998-09-11 11:30:00.0","18","89","0","4","0","0","0","126","2","0","0"
"1998-09-11 11:40:00.0","18","24","0","5","0","0","0","70","2","11","0"
"1998-09-11 11:50:00.0","18","8","0","5","0","0","0","42","0","0","0"
"1998-09-11 12:00:00.0","18","6","0","3","0","0","0","38","0","0","0"
"1998-09-11 12:10:00.0","19","6","0","5","0","0","0","57","0","0","0"
"1998-09-11 12:20:00.0","18","6","0","2","0","0","0","39","2","0","0"
"1998-09-11 12:30:00.0","19","6","0","8","0","0","0","43","0","2","0"
"1998-09-11 12:40:00.0","18","6","0","7","0","0","0","59","0","17","0"
"1998-09-11 12:50:00.0","18","0","0","5","0","0","0","51","0","17","0"
"1998-09-11 13:00:00.0","18","0","0","3","0","0","0","48","0","16","0"
"1998-09-11 13:10:00.0","18","0","0","3","0","0","0","49","0","4","0"
"1998-09-11 13:20:00.0","19","0","0","5","0","0","0","37","0","0","0"
"1998-09-11 13:30:00.0","18","0","0","5","0","0","0","43","0","0","0"
"1998-09-11 13:40:00.0","18","0","0","5","0","0","0","31","0","0","0"
"1998-09-11 13:50:00.0","18","0","0","4","0","0","0","46","0","15","0"
"1998-09-11 14:00:00.0","17","0","0","4","0","0","0","45","0","15","0"
"1998-09-11 14:10:00.0","9","0","0","1","0","0","0","49","1","16","0"
"1998-09-11 14:20:00.0","0","0","0","6","7","0","0","32","2","0","0"
"1998-09-11 14:30:00.0","1","0","0","8","0","0","0","19","0","0","0"
"1998-09-11 14:40:00.0","20","0","0","5","0","0","0","33","0","0","0"
"1998-09-11 14:50:00.0","19","0","0","4","0","0","0","30","0","0","0"
"1998-09-11 15:00:00.0","19","0","0","4","0","0","0","30","0","0","0"
"1998-09-11 15:10:00.0","18","0","0","5","0","0","0","44","0","0","0"
"1998-09-11 15:20:00.0","18","0","0","5","0","0","0","37","0","0","0"
"1998-09-11 15:30:00.0","7","0","0","5","0","0","0","21","0","0","0"
"1998-09-11 15:40:00.0","0","0","0","4","0","0","0","15","0","0","0"
"1998-09-11 15:50:00.0","2","0","0","5","0","0","0","18","0","0","0"
"1998-09-11 16:00:00.0","20","0","0","5","0","0","0","32","0","0","0"
"1998-09-11 16:10:00.0","19","0","0","5","0","0","0","55","5","0","0"
"1998-09-11 16:20:00.0","19","0","0","3","0","0","0","47","13","0","0"
"1998-09-11 16:30:00.0","18","0","0","11","0","0","0","59","13","0","0"
"1998-09-11 16:40:00.0","19","0","0","10","0","0","0","79","15","14","0"
"1998-09-11 16:50:00.0","18","0","0","8","0","0","0","70","4","17","0"
"1998-09-11 17:00:00.0","19","0","0","7","0","0","0","50","0","17","0"
"1998-09-11 17:10:00.0","18","0","0","6","0","0","0","60","10","16","0"
"1998-09-11 17:20:00.0","18","0","0","6","0","0","0","76","16","16","0"
"1998-09-11 17:30:00.0","18","0","0","5","0","0","0","61","0","16","0"
"1998-09-11 17:40:00.0","18","0","0","6","0","0","0","50","0","17","0"
"1998-09-11 17:50:00.0","18","0","0","6","0","0","0","51","0","16","0"
"1998-09-11 18:00:00.0","18","0","0","5","0","0","0","61","0","17","0"
"1998-09-11 18:10:00.0","11","0","0","6","0","0","0","56","3","16","0"
"1998-09-11 18:20:00.0","0","0","0","5","0","0","0","35","0","17","0"
"1998-09-11 18:30:00.0","0","0","0","5","0","0","0","35","0","16","0"
"1998-09-11 18:40:00.0","20","0","0","6","0","0","0","59","0","16","0"
"1998-09-11 18:50:00.0","19","0","0","5","0","0","0","78","26","6","0"
"1998-09-11 19:00:00.0","19","0","0","6","0","0","0","61","30","0","0"
"1998-09-11 19:10:00.0","18","0","0","6","179","0","0","236","18","0","0"
"1998-09-11 19:20:00.0","19","0","0","6","11","0","0","71","16","0","0"
"1998-09-11 19:30:00.0","18","0","0","5","0","0","0","66","16","0","0"
"1998-09-11 19:40:00.0","18","0","0","7","0","0","0","48","14","0","0"
"1998-09-11 19:50:00.0","18","0","0","7","0","0","0","66","32","2","0"
"1998-09-11 20:00:00.0","18","0","0","5","0","0","0","91","43","17","0"
"1998-09-11 20:10:00.0","18","0","0","7","0","0","0","83","24","17","0"
"1998-09-11 20:20:00.0","18","0","0","5","0","0","0","79","21","17","0"
"1998-09-11 20:30:00.0","5","0","0","6","0","0","0","58","22","16","0"
"1998-09-11 20:40:00.0","0","0","0","6","0","0","0","27","8","2","0"
"1998-09-11 20:50:00.0","5","0","0","5","0","0","0","22","0","0","0"
"1998-09-11 21:00:00.0","19","0","0","6","0","0","0","55","0","0","0"
"1998-09-11 21:10:00.0","19","0","0","5","0","0","0","37","0","0","0"
"1998-09-11 21:20:00.0","19","0","0","3","0","0","0","33","0","0","0"
"1998-09-11 21:30:00.0","18","0","0","4","0","0","0","32","0","0","0"
"1998-09-11 21:40:00.0","18","0","0","4","0","0","0","39","0","0","0"
"1998-09-11 21:50:00.0","15","0","0","6","0","0","0","46","0","0","0"
"1998-09-11 22:00:00.0","0","0","0","5","0","0","0","19","0","0","0"
"1998-09-11 22:10:00.0","0","0","0","6","0","0","0","19","0","0","0"
"1998-09-11 22:20:00.0","12","0","0","5","0","0","0","46","0","0","0"
"1998-09-11 22:30:00.0","20","0","0","5","0","0","0","49","0","0","0"
"1998-09-11 22:40:00.0","19","0","0","6","0","0","0","46","3","0","0"
"1998-09-11 22:50:00.0","18","0","0","4","0","0","0","33","0","0","0"
"1998-09-11 23:00:00.0","19","0","0","3","0","0","0","29","0","0","0"
"1998-09-11 23:10:00.0","18","0","0","3","0","0","0","28","0","0","0"
"1998-09-11 23:20:00.0","0","0","0","6","0","0","0","34","0","0","0"
"1998-09-11 23:30:00.0","0","0","0","5","0","0","0","20","0","0","0"
"1998-09-11 23:40:00.0","8","0","0","6","0","0","0","23","0","0","0"
"1998-09-11 23:50:00.0","20","0","0","5","0","0","0","33","0","0","0"
"1998-09-12 00:00:00.0","19","0","0","5","0","0","0","34","0","0","0"
"1998-09-12 00:10:00.0","18","0","0","4","0","0","0","49","0","0","0"
"1998-09-12 00:20:00.0","19","0","0","2","0","0","0","28","0","0","0"
"1998-09-12 00:30:00.0","18","0","0","5","0","0","0","30","0","0","0"
"1998-09-12 00:40:00.0","1","0","0","5","0","0","0","16","0","0","0"
"1998-09-12 00:50:00.0","0","0","0","6","0","0","0","19","0","0","0"
"1998-09-12 01:00:00.0","6","0","0","5","0","0","0","39","0","0","0"
"1998-09-12 01:10:00.0","19","0","0","5","0","0","0","32","0","0","0"
"1998-09-12 01:20:00.0","19","0","0","3","0","0","0","30","1","0","0"
"1998-09-12 01:30:00.0","18","0","0","3","0","0","0","34","0","0","0"
"1998-09-12 01:40:00.0","18","0","0","5","0","0","0","45","0","0","0"
"1998-09-12 01:50:00.0","16","0","0","5","0","0","0","46","0","0","0"
"1998-09-12 02:00:00.0","0","0","0","5","0","0","0","15","0","0","0"
"1998-09-12 02:10:00.0","0","0","0","6","0","0","0","15","0","0","0"
"1998-09-12 02:20:00.0","8","0","0","2","0","0","0","21","0","0","0"
"1998-09-12 02:30:00.0","20","0","0","3","0","0","0","32","0","0","0"
"1998-09-12 02:40:00.0","18","0","0","5","0","0","0","49","0","0","0"
"1998-09-12 02:50:00.0","18","0","0","6","0","0","0","31","0","0","0"
"1998-09-12 03:00:00.0","18","0","0","5","0","0","0","30","0","0","0"
"1998-09-12 03:10:00.0","11","0","0","5","0","0","0","25","0","0","0"
"1998-09-12 03:20:00.0","0","0","0","1","0","0","0","12","0","0","0"
"1998-09-12 03:30:00.0","0","0","0","5","0","0","0","34","0","0","0"
"1998-09-12 03:40:00.0","13","0","0","5","0","0","0","29","0","0","0"
"1998-09-12 03:50:00.0","19","0","0","5","0","0","0","32","0","0","0"
"1998-09-12 04:00:00.0","19","0","0","6","0","0","0","32","0","0","0"
"1998-09-12 04:10:00.0","18","0","0","1","0","0","0","27","0","0","0"
"1998-09-12 04:20:00.0","19","0","0","4","0","0","0","47","0","0","0"
"1998-09-12 04:30:00.0","3","0","0","5","0","0","0","21","0","0","0"
"1998-09-12 04:40:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-12 04:50:00.0","2","0","0","5","0","0","0","34","0","0","0"
"1998-09-12 05:00:00.0","20","0","0","1","0","0","0","29","0","0","0"
"1998-09-12 05:10:00.0","19","0","0","4","0","0","0","43","0","0","0"
"1998-09-12 05:20:00.0","18","0","0","6","0","0","0","39","0","0","0"
"1998-09-12 05:30:00.0","18","0","0","5","0","0","0","31","0","0","0"
"1998-09-12 05:40:00.0","12","0","0","5","0","0","0","25","0","0","0"
"1998-09-12 05:50:00.0","0","0","0","0","0","0","0","10","0","0","0"
"1998-09-12 06:00:00.0","0","0","0","6","0","0","0","24","0","0","0"
"1998-09-12 06:10:00.0","12","0","0","5","0","0","0","40","0","0","0"
"1998-09-12 06:20:00.0","20","0","0","5","0","0","0","32","0","0","0"
"1998-09-12 06:30:00.0","18","0","0","3","0","0","0","28","0","0","0"
"1998-09-12 06:40:00.0","18","0","0","2","0","0","0","32","4","0","0"
"1998-09-12 06:50:00.0","19","0","0","6","0","0","0","31","0","0","0"
"1998-09-12 07:00:00.0","0","0","0","5","0","0","0","37","2","0","0"
"1998-09-12 07:10:00.0","0","0","0","5","0","0","0","45","19","9","0"
"1998-09-12 07:20:00.0","4","0","0","1","63","0","0","128","31","18","0"
"1998-09-12 07:30:00.0","20","0","0","5","10","0","0","93","33","17","0"
"1998-09-12 07:40:00.0","19","0","0","5","0","0","0","80","31","17","0"
"1998-09-12 07:50:00.0","18","0","0","5","32","0","0","121","27","18","0"
"1998-09-12 08:00:00.0","18","0","0","4","0","0","0","96","27","17","0"
"1998-09-12 08:10:00.0","3","0","0","2","0","0","0","104","18","12","0"
"1998-09-12 08:20:00.0","0","0","0","5","0","0","0","57","17","17","0"
"1998-09-12 08:30:00.0","1","0","0","5","0","0","0","68","29","17","0"
"1998-09-12 08:40:00.0","20","0","0","6","0","0","0","152","26","17","0"
"1998-09-12 08:50:00.0","19","0","0","0","0","0","0","137","24","0","0"
"1998-09-12 09:00:00.0","18","0","0","5","0","0","0","202","26","0","143"
"1998-09-12 09:10:00.0","18","0","0","5","0","0","0","421","25","0","340"
"1998-09-12 09:20:00.0","2","0","0","5","0","0","0","394","26","0","341"
"1998-09-12 09:30:00.0","0","0","0","3","0","0","0","368","3","0","340"
"1998-09-12 09:40:00.0","1","0","0","3","0","0","0","79","0","0","49"
"1998-09-12 09:50:00.0","20","0","0","5","0","0","0","60","0","0","20"
"1998-09-12 10:00:00.0","19","0","0","6","0","0","0","51","1","0","19"
"1998-09-12 10:10:00.0","18","0","0","5","0","0","0","80","1","10","38"
"1998-09-12 10:20:00.0","18","0","0","4","0","0","0","76","0","16","27"
"1998-09-12 10:30:00.0","3","0","0","2","0","0","0","87","0","16","54"
"1998-09-12 10:40:00.0","0","0","0","6","0","0","0","67","1","17","0"
"1998-09-12 10:50:00.0","1","0","0","5","0","0","0","40","0","17","0"
"1998-09-12 11:00:00.0","20","0","0","5","0","0","0","51","0","16","0"
"1998-09-12 11:10:00.0","19","0","0","5","0","0","0","51","0","17","0"
"1998-09-12 11:20:00.0","18","0","0","1","0","0","0","46","1","17","0"
"1998-09-12 11:30:00.0","17","0","0","5","0","0","0","70","8","16","0"
"1998-09-12 11:40:00.0","0","0","0","5","0","0","0","43","0","18","0"
"1998-09-12 11:50:00.0","0","0","0","6","0","0","0","36","0","17","0"
"1998-09-12 12:00:00.0","4","0","0","5","0","0","0","258","0","17","0"
"1998-09-12 12:10:00.0","19","0","0","2","0","0","0","433","0","17","0"
"1998-09-12 12:20:00.0","19","0","0","4","0","0","0","428","0","15","0"
"1998-09-12 12:30:00.0","18","0","0","6","0","0","0","398","0","17","0"
"1998-09-12 12:40:00.0","14","0","0","5","0","0","0","51","0","17","0"
"1998-09-12 12:50:00.0","0","0","0","6","0","0","0","26","1","6","0"
"1998-09-12 13:00:00.0","0","0","0","5","0","0","0","17","0","0","0"
"1998-09-12 13:10:00.0","7","0","0","4","0","0","0","23","0","0","0"
"1998-09-12 13:20:00.0","20","0","163","4","0","0","0","219","6","0","0"
"1998-09-12 13:30:00.0","18","0","217","4","0","0","0","266","8","0","0"
"1998-09-12 13:40:00.0","18","0","337","5","0","0","0","394","2","0","0"
"1998-09-12 13:50:00.0","13","0","265","6","0","0","0","303","0","0","0"
"1998-09-12 14:00:00.0","0","0","9","6","0","0","0","27","0","0","0"
"1998-09-12 14:10:00.0","0","0","299","5","0","0","0","336","4","10","0"
"1998-09-12 14:20:00.0","8","0","334","4","0","0","0","366","0","0","0"
"1998-09-12 14:30:00.0","20","0","80","2","0","0","0","135","22","0","0"
"1998-09-12 14:40:00.0","18","0","0","5","0","0","0","81","15","0","0"
"1998-09-12 14:50:00.0","18","0","0","6","0","0","0","169","11","0","0"
"1998-09-12 15:00:00.0","13","0","0","5","0","0","0","73","10","0","0"
"1998-09-12 15:10:00.0","0","0","0","6","0","0","0","22","3","0","0"
"1998-09-12 15:20:00.0","0","0","0","1","0","0","0","14","0","0","0"
"1998-09-12 15:30:00.0","10","0","0","4","0","0","0","25","0","0","0"
"1998-09-12 15:40:00.0","19","0","0","6","0","0","0","33","0","0","0"
"1998-09-12 15:50:00.0","19","0","0","5","0","0","0","55","0","10","0"
"1998-09-12 16:00:00.0","18","0","0","6","0","0","0","72","0","16","0"
"1998-09-12 16:10:00.0","11","0","0","0","0","0","0","37","0","17","0"
"1998-09-12 16:20:00.0","0","0","0","5","0","0","0","31","0","16","0"
"1998-09-12 16:30:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-12 16:40:00.0","11","0","0","5","0","0","0","27","0","0","0"
"1998-09-12 16:50:00.0","20","0","0","5","0","0","0","31","0","0","0"
"1998-09-12 17:00:00.0","18","0","0","1","0","0","0","35","1","0","0"
"1998-09-12 17:10:00.0","19","0","0","5","0","0","0","44","0","0","0"
"1998-09-12 17:20:00.0","10","0","0","6","0","0","0","25","0","0","0"
"1998-09-12 17:30:00.0","0","0","0","5","0","0","0","16","0","0","0"
"1998-09-12 17:40:00.0","0","0","0","0","0","0","0","10","0","0","0"
"1998-09-12 17:50:00.0","12","0","0","6","0","0","0","27","0","0","0"
"1998-09-12 18:00:00.0","19","0","0","5","0","0","0","32","0","0","0"
"1998-09-12 18:10:00.0","19","0","0","6","0","0","0","45","0","0","0"
"1998-09-12 18:20:00.0","18","0","0","0","0","0","0","33","0","0","0"
"1998-09-12 18:30:00.0","10","0","0","5","0","0","0","23","0","0","0"
"1998-09-12 18:40:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-12 18:50:00.0","0","0","0","5","0","0","0","16","0","0","0"
"1998-09-12 19:00:00.0","12","0","0","0","0","0","0","36","0","0","0"
"1998-09-12 19:10:00.0","19","0","0","6","0","0","0","38","0","0","0"
"1998-09-12 19:20:00.0","19","0","0","5","0","0","0","47","0","0","0"
"1998-09-12 19:30:00.0","18","0","0","6","0","0","0","32","0","0","0"
"1998-09-12 19:40:00.0","8","0","0","0","0","0","0","17","0","0","0"
"1998-09-12 19:50:00.0","0","0","0","5","0","0","0","31","15","0","0"
"1998-09-12 20:00:00.0","0","289","0","6","0","0","0","396","67","17","0"
"1998-09-12 20:10:00.0","14","317","0","5","0","0","0","401","39","7","0"
"1998-09-12 20:20:00.0","19","319","0","1","0","0","0","386","15","0","0"
"1998-09-12 20:30:00.0","18","320","0","5","0","0","0","381","16","0","0"
"1998-09-12 20:40:00.0","18","321","0","6","0","0","0","384","19","2","0"
"1998-09-12 20:50:00.0","6","318","0","6","0","0","7","382","8","16","0"
"1998-09-12 21:00:00.0","0","318","0","6","0","0","10","371","0","16","0"
"1998-09-12 21:10:00.0","0","317","0","5","0","0","10","369","0","16","0"
"1998-09-12 21:20:00.0","16","319","0","3","0","0","10","386","0","16","0"
"1998-09-12 21:30:00.0","19","316","0","3","0","0","10","414","4","16","0"
"1998-09-12 21:40:00.0","18","60","0","6","0","0","10","126","4","16","0"
"1998-09-12 21:50:00.0","18","0","0","5","0","0","10","57","0","16","0"
"1998-09-12 22:00:00.0","3","0","0","3","0","0","10","42","0","16","0"
"1998-09-12 22:10:00.0","0","0","0","3","0","0","10","38","0","15","0"
"1998-09-12 22:20:00.0","0","0","0","5","0","0","10","43","0","17","0"
"1998-09-12 22:30:00.0","20","0","0","6","0","0","10","74","0","16","0"
"1998-09-12 22:40:00.0","19","0","0","2","0","0","10","61","0","16","0"
"1998-09-12 22:50:00.0","18","0","0","3","0","0","10","55","0","16","0"
"1998-09-12 23:00:00.0","19","0","0","6","0","0","7","55","6","11","0"
"1998-09-12 23:10:00.0","0","0","0","5","0","0","0","16","0","0","0"
"1998-09-12 23:20:00.0","0","0","0","0","0","0","0","11","0","0","0"
"1998-09-12 23:30:00.0","2","0","0","6","0","0","0","21","0","0","0"
"1998-09-12 23:40:00.0","20","0","0","5","0","0","0","51","0","0","0"
"1998-09-12 23:50:00.0","19","0","0","6","0","0","0","31","0","0","0"
"1998-09-13 00:00:00.0","19","0","0","0","0","0","0","27","0","0","0"
"1998-09-13 00:10:00.0","17","0","0","5","0","0","0","30","0","0","0"
"1998-09-13 00:20:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-13 00:30:00.0","0","0","0","1","0","0","0","13","0","0","0"
"1998-09-13 00:40:00.0","4","0","0","4","0","0","0","45","0","0","0"
"1998-09-13 00:50:00.0","20","0","0","6","0","0","0","42","0","0","0"
"1998-09-13 01:00:00.0","19","0","0","5","0","0","0","32","0","0","0"
"1998-09-13 01:10:00.0","18","0","0","0","0","0","0","26","0","0","0"
"1998-09-13 01:20:00.0","16","0","0","6","0","0","0","29","0","0","0"
"1998-09-13 01:30:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-13 01:40:00.0","0","0","0","0","0","0","0","12","0","0","0"
"1998-09-13 01:50:00.0","5","0","0","5","0","0","0","39","0","0","0"
"1998-09-13 02:00:00.0","20","0","0","6","0","0","0","33","0","0","0"
"1998-09-13 02:10:00.0","18","0","0","3","0","0","0","30","0","0","0"
"1998-09-13 02:20:00.0","19","0","0","2","0","0","0","27","0","0","0"
"1998-09-13 02:30:00.0","14","0","0","6","0","0","0","28","0","0","0"
"1998-09-13 02:40:00.0","0","0","0","5","0","0","0","16","0","0","0"
"1998-09-13 02:50:00.0","0","0","0","0","0","0","0","20","0","0","0"
"1998-09-13 03:00:00.0","7","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 03:10:00.0","19","0","0","5","0","0","0","33","0","0","0"
"1998-09-13 03:20:00.0","19","0","0","0","0","0","0","27","0","0","0"
"1998-09-13 03:30:00.0","19","0","0","6","0","0","0","31","0","0","0"
"1998-09-13 03:40:00.0","11","0","0","5","0","0","0","25","0","0","0"
"1998-09-13 03:50:00.0","0","0","0","3","0","0","0","30","0","0","0"
"1998-09-13 04:00:00.0","0","0","0","3","0","0","0","32","0","0","0"
"1998-09-13 04:10:00.0","10","0","0","5","0","0","0","27","0","0","0"
"1998-09-13 04:20:00.0","20","0","0","5","0","0","0","32","0","0","0"
"1998-09-13 04:30:00.0","18","0","0","1","0","0","0","27","0","0","0"
"1998-09-13 04:40:00.0","19","0","0","5","0","0","0","31","0","0","0"
"1998-09-13 04:50:00.0","7","0","0","6","0","0","0","23","0","0","0"
"1998-09-13 05:00:00.0","0","0","0","0","0","0","0","18","0","0","0"
"1998-09-13 05:10:00.0","0","0","0","6","0","0","0","28","0","0","0"
"1998-09-13 05:20:00.0","14","0","0","5","0","0","0","28","0","0","0"
"1998-09-13 05:30:00.0","19","0","0","0","0","0","0","27","0","0","0"
"1998-09-13 05:40:00.0","19","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 05:50:00.0","19","0","0","5","0","0","0","31","0","0","0"
"1998-09-13 06:00:00.0","4","0","0","0","0","0","0","14","0","0","0"
"1998-09-13 06:10:00.0","0","0","0","6","0","0","0","33","0","0","0"
"1998-09-13 06:20:00.0","0","0","0","5","0","0","0","19","0","0","0"
"1998-09-13 06:30:00.0","17","0","0","0","0","0","0","26","0","0","0"
"1998-09-13 06:40:00.0","19","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 06:50:00.0","19","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 07:00:00.0","18","0","0","0","0","0","0","40","0","0","0"
"1998-09-13 07:10:00.0","0","0","0","5","0","0","0","23","0","0","0"
"1998-09-13 07:20:00.0","0","0","0","6","0","0","0","43","12","0","0"
"1998-09-13 07:30:00.0","1","0","0","0","0","0","0","50","21","13","0"
"1998-09-13 07:40:00.0","21","0","0","5","0","0","0","75","22","17","0"
"1998-09-13 07:50:00.0","19","0","0","6","0","0","0","73","21","17","0"
"1998-09-13 08:00:00.0","18","0","0","0","0","0","0","69","22","18","0"
"1998-09-13 08:10:00.0","11","0","0","6","80","0","0","247","35","17","0"
"1998-09-13 08:20:00.0","0","0","0","5","0","0","0","140","34","17","0"
"1998-09-13 08:30:00.0","0","0","0","6","0","0","0","92","35","17","0"
"1998-09-13 08:40:00.0","10","0","0","1","0","0","0","69","20","17","0"
"1998-09-13 08:50:00.0","19","230","0","5","0","0","0","324","26","17","0"
"1998-09-13 09:00:00.0","19","75","0","6","0","0","0","172","8","17","0"
"1998-09-13 09:10:00.0","18","0","0","5","0","0","0","368","2","16","274"
"1998-09-13 09:20:00.0","6","0","0","0","0","0","0","487","0","16","347"
"1998-09-13 09:30:00.0","0","0","0","6","0","0","0","503","0","16","348"
"1998-09-13 09:40:00.0","0","0","0","6","0","0","0","378","3","16","256"
"1998-09-13 09:50:00.0","16","0","0","0","0","0","0","166","0","16","20"
"1998-09-13 10:00:00.0","19","0","0","5","0","0","0","167","0","17","21"
"1998-09-13 10:10:00.0","18","0","0","6","0","0","0","65","0","13","21"
"1998-09-13 10:20:00.0","18","0","0","2","0","0","0","76","11","0","39"
"1998-09-13 10:30:00.0","1","0","0","4","0","0","0","79","13","0","45"
"1998-09-13 10:40:00.0","0","0","0","5","0","0","0","67","18","0","23"
"1998-09-13 10:50:00.0","2","0","0","4","0","0","0","42","23","3","0"
"1998-09-13 11:00:00.0","19","0","0","2","0","0","0","79","22","16","0"
"1998-09-13 11:10:00.0","19","0","0","5","0","0","0","58","24","1","0"
"1998-09-13 11:20:00.0","18","0","0","6","0","0","0","47","17","0","0"
"1998-09-13 11:30:00.0","19","0","0","0","0","0","0","28","3","0","0"
"1998-09-13 11:40:00.0","8","0","0","6","0","0","0","42","0","0","0"
"1998-09-13 11:50:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-13 12:00:00.0","0","0","0","0","0","0","0","10","0","0","0"
"1998-09-13 12:10:00.0","14","0","0","5","0","0","0","28","0","0","0"
"1998-09-13 12:20:00.0","19","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 12:30:00.0","18","0","0","0","0","0","0","25","0","0","0"
"1998-09-13 12:40:00.0","19","0","0","5","0","0","0","38","0","0","0"
"1998-09-13 12:50:00.0","3","0","0","6","0","0","0","32","0","0","0"
"1998-09-13 13:00:00.0","0","0","0","0","0","0","0","9","0","0","0"
"1998-09-13 13:10:00.0","0","0","0","6","0","0","0","16","0","0","0"
"1998-09-13 13:20:00.0","19","0","0","5","0","0","0","32","0","0","0"
"1998-09-13 13:30:00.0","19","0","0","0","0","0","0","26","0","0","0"
"1998-09-13 13:40:00.0","18","0","0","6","0","0","0","36","0","0","0"
"1998-09-13 13:50:00.0","16","0","0","6","0","0","0","54","0","0","0"
"1998-09-13 14:00:00.0","0","0","0","0","0","0","0","16","0","0","0"
