"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (267l/48l)","Microwave oven (1,2kW)","Non halogen lamp 1 (0,5kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV ()","Vertical freezer (288l)","Washing machine (800rpm)"
"1998-08-21 14:30:00.0","0","20","0","0","37","0","0","0","0","0"
"1998-08-21 14:40:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-21 14:50:00.0","0","20","0","0","56","0","0","0","22","0"
"1998-08-21 15:00:00.0","0","10","0","0","47","0","0","0","24","0"
"1998-08-21 15:10:00.0","0","2","0","0","22","0","0","0","3","0"
"1998-08-21 15:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-21 15:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-21 15:40:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-21 15:50:00.0","0","23","0","0","38","0","0","0","0","0"
"1998-08-21 16:00:00.0","0","21","0","0","57","0","0","0","23","0"
"1998-08-21 16:10:00.0","0","20","0","0","57","0","0","0","24","0"
"1998-08-21 16:20:00.0","0","21","0","0","39","0","0","0","3","0"
"1998-08-21 16:30:00.0","0","20","0","0","35","0","0","0","0","0"
"1998-08-21 16:40:00.0","0","5","0","0","23","0","0","0","0","0"
"1998-08-21 16:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-21 17:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-21 17:10:00.0","0","6","0","0","58","12","0","0","24","0"
"1998-08-21 17:20:00.0","0","24","0","0","77","17","0","0","23","0"
"1998-08-21 17:30:00.0","0","22","0","0","45","6","0","0","3","0"
"1998-08-21 17:40:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-21 17:50:00.0","0","21","0","0","38","2","0","0","0","0"
"1998-08-21 18:00:00.0","0","20","0","0","48","2","8","0","0","0"
"1998-08-21 18:10:00.0","0","20","0","0","46","0","9","0","0","0"
"1998-08-21 18:20:00.0","0","20","0","0","77","4","10","0","25","0"
"1998-08-21 18:30:00.0","0","20","0","0","97","17","10","0","23","0"
"1998-08-21 18:40:00.0","0","20","0","0","77","16","10","0","1","0"
"1998-08-21 18:50:00.0","0","20","0","0","69","10","9","0","0","0"
"1998-08-21 19:00:00.0","0","20","0","0","70","11","10","0","0","0"
"1998-08-21 19:10:00.0","0","20","0","0","70","10","10","0","0","0"
"1998-08-21 19:20:00.0","0","21","0","0","61","11","10","0","0","0"
"1998-08-21 19:30:00.0","0","20","0","0","74","11","3","0","26","0"
"1998-08-21 19:40:00.0","0","20","0","0","67","12","0","0","22","0"
"1998-08-21 19:50:00.0","0","20","0","0","47","11","0","0","0","0"
"1998-08-21 20:00:00.0","0","20","0","0","45","10","0","0","0","0"
"1998-08-21 20:10:00.0","0","20","0","0","45","11","0","0","0","0"
"1998-08-21 20:20:00.0","0","5","0","0","31","10","0","0","0","0"
"1998-08-21 20:30:00.0","0","2","0","0","31","10","0","0","2","0"
"1998-08-21 20:40:00.0","0","2","0","0","53","12","0","0","25","0"
"1998-08-21 20:50:00.0","0","7","0","0","48","7","0","0","20","0"
"1998-08-21 21:00:00.0","0","24","0","0","63","12","0","0","0","0"
"1998-08-21 21:10:00.0","0","23","0","0","63","13","0","0","0","0"
"1998-08-21 21:20:00.0","0","22","0","0","62","12","0","0","0","0"
"1998-08-21 21:30:00.0","0","21","0","0","68","14","3","0","0","0"
"1998-08-21 21:40:00.0","0","21","0","0","77","13","10","0","3","0"
"1998-08-21 21:50:00.0","0","20","52","0","148","12","10","0","25","0"
"1998-08-21 22:00:00.0","0","20","0","0","91","14","10","0","19","0"
"1998-08-21 22:10:00.0","0","21","0","0","73","13","10","0","0","0"
"1998-08-21 22:20:00.0","0","17","0","0","72","14","11","0","0","0"
"1998-08-21 22:30:00.0","0","2","0","0","57","13","10","0","0","0"
"1998-08-21 22:40:00.0","0","2","0","0","56","12","10","0","0","0"
"1998-08-21 22:50:00.0","0","2","0","0","61","13","10","0","4","0"
"1998-08-21 23:00:00.0","0","10","0","0","88","14","10","0","25","0"
"1998-08-21 23:10:00.0","0","24","0","0","92","13","10","0","18","0"
"1998-08-21 23:20:00.0","0","22","0","0","69","16","1","0","0","0"
"1998-08-21 23:30:00.0","0","22","0","0","74","21","6","0","0","0"
"1998-08-21 23:40:00.0","0","21","0","0","79","31","10","0","0","0"
"1998-08-21 23:50:00.0","0","21","0","0","64","17","10","0","0","0"
"1998-08-22 00:00:00.0","0","20","0","0","68","16","11","0","4","0"
"1998-08-22 00:10:00.0","0","20","0","0","69","7","5","0","26","0"
"1998-08-22 00:20:00.0","0","20","0","0","51","0","0","0","17","0"
"1998-08-22 00:30:00.0","0","17","0","0","33","0","0","0","0","0"
"1998-08-22 00:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 00:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-22 01:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 01:10:00.0","0","10","0","0","31","0","0","0","5","0"
"1998-08-22 01:20:00.0","0","23","0","0","61","0","0","0","25","0"
"1998-08-22 01:30:00.0","0","22","0","0","53","0","0","0","17","0"
"1998-08-22 01:40:00.0","0","21","0","0","37","0","0","0","1","0"
"1998-08-22 01:50:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-22 02:00:00.0","0","20","0","0","35","0","0","0","0","0"
"1998-08-22 02:10:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-22 02:20:00.0","0","20","0","0","39","0","0","0","3","0"
"1998-08-22 02:30:00.0","0","6","0","0","46","0","0","0","26","0"
"1998-08-22 02:40:00.0","0","2","0","0","35","0","0","0","18","0"
"1998-08-22 02:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 03:00:00.0","0","3","0","0","19","0","0","0","0","0"
"1998-08-22 03:10:00.0","0","24","0","0","40","0","0","0","0","0"
"1998-08-22 03:20:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-22 03:30:00.0","0","21","0","0","42","0","0","0","5","0"
"1998-08-22 03:40:00.0","0","21","0","0","58","0","0","0","26","0"
"1998-08-22 03:50:00.0","0","20","0","0","50","0","0","0","15","0"
"1998-08-22 04:00:00.0","0","20","0","0","44","9","0","0","0","0"
"1998-08-22 04:10:00.0","0","5","21","0","54","10","0","0","0","0"
"1998-08-22 04:20:00.0","0","2","0","0","39","19","0","0","0","0"
"1998-08-22 04:30:00.0","0","2","0","0","30","10","0","0","0","0"
"1998-08-22 04:40:00.0","0","4","0","0","28","0","0","0","7","0"
"1998-08-22 04:50:00.0","0","24","0","0","62","0","0","0","25","0"
"1998-08-22 05:00:00.0","0","22","0","0","51","0","0","0","15","0"
"1998-08-22 05:10:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-22 05:20:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-22 05:30:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-22 05:40:00.0","0","4","0","0","21","0","0","0","0","0"
"1998-08-22 05:50:00.0","0","2","0","0","27","0","0","0","8","0"
"1998-08-22 06:00:00.0","0","2","0","0","42","0","0","0","25","0"
"1998-08-22 06:10:00.0","0","3","0","0","32","0","0","0","13","0"
"1998-08-22 06:20:00.0","0","24","0","0","40","0","0","0","0","0"
"1998-08-22 06:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-22 06:40:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-22 06:50:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-22 07:00:00.0","0","17","0","0","42","0","0","0","10","0"
"1998-08-22 07:10:00.0","0","2","21","0","84","2","4","0","25","0"
"1998-08-22 07:20:00.0","0","2","0","0","43","0","11","0","11","0"
"1998-08-22 07:30:00.0","0","2","0","0","44","13","11","0","0","0"
"1998-08-22 07:40:00.0","0","16","0","0","50","17","0","0","0","0"
"1998-08-22 07:50:00.0","0","23","0","0","56","17","0","0","0","0"
"1998-08-22 08:00:00.0","0","21","0","0","50","12","0","0","0","0"
"1998-08-22 08:10:00.0","0","21","0","0","47","0","0","0","11","0"
"1998-08-22 08:20:00.0","0","21","0","0","57","0","0","0","25","0"
"1998-08-22 08:30:00.0","0","7","0","0","34","0","0","0","9","0"
"1998-08-22 08:40:00.0","0","3","0","0","19","0","0","0","0","0"
"1998-08-22 08:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 09:00:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 09:10:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-22 09:20:00.0","0","23","0","0","50","0","0","0","13","0"
"1998-08-22 09:30:00.0","0","21","0","0","58","0","0","0","24","0"
"1998-08-22 09:40:00.0","0","21","0","0","49","1","3","0","8","0"
"1998-08-22 09:50:00.0","0","19","0","0","45","0","10","0","0","0"
"1998-08-22 10:00:00.0","0","2","0","0","30","0","10","0","0","0"
"1998-08-22 10:10:00.0","0","2","0","0","29","0","10","0","0","0"
"1998-08-22 10:20:00.0","0","2","0","0","31","2","10","0","0","0"
"1998-08-22 10:30:00.0","0","7","0","0","69","20","11","0","14","0"
"1998-08-22 10:40:00.0","0","24","0","0","162","24","11","0","24","0"
"1998-08-22 10:50:00.0","0","22","0","0","175","30","11","0","7","0"
"1998-08-22 11:00:00.0","0","21","0","0","93","8","9","0","0","0"
"1998-08-22 11:10:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-22 11:20:00.0","0","16","0","0","31","0","0","0","0","0"
"1998-08-22 11:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-22 11:40:00.0","0","2","0","0","33","0","0","0","15","0"
"1998-08-22 11:50:00.0","0","2","0","0","40","0","0","0","24","0"
"1998-08-22 12:00:00.0","0","9","0","0","41","0","9","0","6","0"
"1998-08-22 12:10:00.0","0","23","0","0","50","0","10","0","0","0"
"1998-08-22 12:20:00.0","0","22","0","0","49","0","12","0","0","0"
"1998-08-22 12:30:00.0","0","21","0","0","49","0","12","0","0","0"
"1998-08-22 12:40:00.0","0","21","57","0","107","0","12","0","0","0"
"1998-08-22 12:50:00.0","0","21","0","0","66","2","12","0","17","0"
"1998-08-22 13:00:00.0","0","21","0","0","179","16","11","0","24","0"
"1998-08-22 13:10:00.0","0","21","0","0","134","18","12","0","24","0"
"1998-08-22 13:20:00.0","0","20","0","0","192","69","11","0","7","0"
"1998-08-22 13:30:00.0","0","21","0","0","265","26","11","0","0","0"
"1998-08-22 13:40:00.0","0","21","0","0","80","1","11","0","20","0"
"1998-08-22 13:50:00.0","0","20","0","0","69","1","10","0","25","0"
"1998-08-22 14:00:00.0","0","16","0","0","56","1","2","0","23","0"
"1998-08-22 14:10:00.0","0","2","0","0","39","0","0","0","23","0"
"1998-08-22 14:20:00.0","0","2","0","0","34","0","0","0","16","0"
"1998-08-22 14:30:00.0","0","2","0","0","32","12","0","0","0","0"
"1998-08-22 14:40:00.0","0","6","0","0","23","0","0","0","0","0"
"1998-08-22 14:50:00.0","0","25","0","0","58","0","0","0","18","0"
"1998-08-22 15:00:00.0","0","23","0","0","60","0","0","0","24","0"
"1998-08-22 15:10:00.0","0","22","0","0","57","0","0","0","23","0"
"1998-08-22 15:20:00.0","0","22","0","0","51","0","0","0","16","0"
"1998-08-22 15:30:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-22 15:40:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-22 15:50:00.0","0","21","0","0","53","1","0","0","16","0"
"1998-08-22 16:00:00.0","0","21","0","0","68","0","10","0","24","0"
"1998-08-22 16:10:00.0","0","22","0","0","69","0","11","0","23","0"
"1998-08-22 16:20:00.0","0","21","0","0","59","0","11","0","14","0"
"1998-08-22 16:30:00.0","0","21","0","0","47","0","11","0","0","0"
"1998-08-22 16:40:00.0","0","21","0","0","49","0","11","0","0","0"
"1998-08-22 16:50:00.0","211","22","0","0","275","0","12","0","17","0"
"1998-08-22 17:00:00.0","300","21","0","0","372","0","12","0","24","0"
"1998-08-22 17:10:00.0","382","22","0","0","452","0","11","0","23","0"
"1998-08-22 17:20:00.0","318","21","0","0","388","0","11","0","23","0"
"1998-08-22 17:30:00.0","132","21","0","0","201","1","10","0","23","0"
"1998-08-22 17:40:00.0","2","21","0","0","88","17","12","0","24","0"
"1998-08-22 17:50:00.0","3","20","0","0","84","14","11","0","23","0"
"1998-08-22 18:00:00.0","2","21","0","0","71","3","11","0","21","0"
"1998-08-22 18:10:00.0","0","20","0","0","45","5","3","0","0","0"
"1998-08-22 18:20:00.0","0","5","0","0","35","0","0","0","13","0"
"1998-08-22 18:30:00.0","0","2","0","0","42","0","0","0","25","0"
"1998-08-22 18:40:00.0","0","2","0","0","40","0","0","0","24","0"
"1998-08-22 18:50:00.0","0","3","0","0","40","0","0","0","23","0"
"1998-08-22 19:00:00.0","0","26","0","0","62","0","0","0","23","0"
"1998-08-22 19:10:00.0","0","23","0","0","44","0","0","0","6","0"
"1998-08-22 19:20:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-22 19:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-22 19:40:00.0","0","22","0","0","59","0","0","0","25","0"
"1998-08-22 19:50:00.0","0","21","0","0","58","0","0","0","24","0"
"1998-08-22 20:00:00.0","0","20","0","0","56","0","0","0","23","0"
"1998-08-22 20:10:00.0","0","21","93","0","141","8","0","0","4","0"
"1998-08-22 20:20:00.0","0","21","188","0","248","12","8","0","0","0"
"1998-08-22 20:30:00.0","0","21","17","0","60","3","1","0","0","0"
"1998-08-22 20:40:00.0","0","20","0","0","58","0","0","0","23","0"
"1998-08-22 20:50:00.0","0","21","0","0","58","0","0","0","23","0"
"1998-08-22 21:00:00.0","0","20","0","0","54","0","0","0","20","0"
"1998-08-22 21:10:00.0","0","20","0","0","37","0","0","0","0","0"
"1998-08-22 21:20:00.0","0","9","0","0","27","0","0","0","0","0"
"1998-08-22 21:30:00.0","0","2","0","0","24","0","0","0","2","0"
"1998-08-22 21:40:00.0","0","2","0","0","44","0","0","0","26","0"
"1998-08-22 21:50:00.0","0","2","0","0","42","0","0","0","23","0"
"1998-08-22 22:00:00.0","0","24","0","0","49","0","0","0","10","0"
"1998-08-22 22:10:00.0","0","23","0","0","40","0","0","0","0","0"
"1998-08-22 22:20:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-08-22 22:30:00.0","0","21","0","0","50","0","0","0","12","0"
"1998-08-22 22:40:00.0","0","21","0","0","60","1","0","0","25","0"
"1998-08-22 22:50:00.0","0","22","0","0","92","29","5","0","22","0"
"1998-08-22 23:00:00.0","0","21","0","0","71","23","11","0","0","0"
"1998-08-22 23:10:00.0","0","21","0","0","65","16","11","0","0","0"
"1998-08-22 23:20:00.0","0","20","0","0","64","17","12","0","0","0"
"1998-08-22 23:30:00.0","0","21","0","0","85","17","12","0","22","0"
"1998-08-22 23:40:00.0","0","20","0","0","85","16","11","0","24","0"
"1998-08-22 23:50:00.0","0","21","0","0","74","17","10","0","12","0"
"1998-08-23 00:00:00.0","0","20","0","0","63","17","10","0","0","0"
"1998-08-23 00:10:00.0","0","20","0","0","64","17","10","0","0","0"
"1998-08-23 00:20:00.0","0","20","0","0","69","16","10","0","5","0"
"1998-08-23 00:30:00.0","0","20","0","0","85","17","10","0","26","0"
"1998-08-23 00:40:00.0","0","20","0","0","84","17","10","0","23","0"
"1998-08-23 00:50:00.0","0","20","0","0","65","17","11","0","2","0"
"1998-08-23 01:00:00.0","0","20","0","0","63","16","10","0","0","0"
"1998-08-23 01:10:00.0","0","20","0","0","63","17","10","0","0","0"
"1998-08-23 01:20:00.0","0","20","0","0","79","17","11","0","16","0"
"1998-08-23 01:30:00.0","0","4","0","0","71","17","10","0","24","0"
"1998-08-23 01:40:00.0","0","2","0","0","57","15","11","0","14","0"
"1998-08-23 01:50:00.0","0","2","0","0","31","0","10","0","0","0"
"1998-08-23 02:00:00.0","0","3","0","0","30","0","11","0","0","0"
"1998-08-23 02:10:00.0","0","20","0","0","52","2","10","0","3","0"
"1998-08-23 02:20:00.0","0","23","0","0","72","0","11","0","25","0"
"1998-08-23 02:30:00.0","0","22","0","0","69","0","10","0","24","0"
"1998-08-23 02:40:00.0","0","21","0","0","52","0","11","0","4","0"
"1998-08-23 02:50:00.0","0","21","0","0","47","0","11","0","0","0"
"1998-08-23 03:00:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-23 03:10:00.0","0","20","0","0","44","0","0","0","9","0"
"1998-08-23 03:20:00.0","0","20","0","0","57","0","0","0","25","0"
"1998-08-23 03:30:00.0","0","20","0","0","54","0","0","0","20","0"
"1998-08-23 03:40:00.0","0","8","0","0","25","0","0","0","0","0"
"1998-08-23 03:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 04:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 04:10:00.0","0","2","0","0","21","0","0","0","0","0"
"1998-08-23 04:20:00.0","0","20","0","0","59","0","0","0","26","0"
"1998-08-23 04:30:00.0","0","22","0","0","59","0","0","0","24","0"
"1998-08-23 04:40:00.0","0","22","0","0","40","0","0","0","4","0"
"1998-08-23 04:50:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 05:00:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-23 05:10:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-23 05:20:00.0","0","4","0","0","31","0","0","0","10","0"
"1998-08-23 05:30:00.0","0","2","0","0","42","0","0","0","24","0"
"1998-08-23 05:40:00.0","0","3","0","0","35","0","0","0","17","0"
"1998-08-23 05:50:00.0","0","5","0","0","22","0","0","0","0","0"
"1998-08-23 06:00:00.0","0","24","0","0","40","0","0","0","0","0"
"1998-08-23 06:10:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-23 06:20:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 06:30:00.0","0","20","0","0","47","0","0","0","11","0"
"1998-08-23 06:40:00.0","0","17","0","0","54","0","0","0","25","0"
"1998-08-23 06:50:00.0","0","2","0","0","33","0","0","0","15","0"
"1998-08-23 07:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 07:10:00.0","0","2","29","0","68","0","9","0","0","0"
"1998-08-23 07:20:00.0","0","17","0","0","47","2","10","0","0","0"
"1998-08-23 07:30:00.0","0","23","0","0","53","5","11","0","0","0"
"1998-08-23 07:40:00.0","0","21","0","0","65","6","11","0","11","0"
"1998-08-23 07:50:00.0","0","21","30","0","116","15","11","0","24","0"
"1998-08-23 08:00:00.0","0","21","15","0","103","25","12","0","15","0"
"1998-08-23 08:10:00.0","0","21","21","0","81","10","11","0","1","0"
"1998-08-23 08:20:00.0","0","21","12","0","125","13","11","0","1","0"
"1998-08-23 08:30:00.0","0","20","10","0","103","23","9","0","25","0"
"1998-08-23 08:40:00.0","0","8","0","0","71","26","0","0","22","0"
"1998-08-23 08:50:00.0","0","2","0","0","27","8","0","0","0","0"
"1998-08-23 09:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 09:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 09:20:00.0","0","24","0","0","39","0","0","0","0","0"
"1998-08-23 09:30:00.0","0","22","0","0","53","0","0","0","17","0"
"1998-08-23 09:40:00.0","0","21","0","0","58","0","0","0","24","0"
"1998-08-23 09:50:00.0","0","21","0","0","42","0","0","0","6","0"
"1998-08-23 10:00:00.0","0","20","0","0","35","0","0","0","0","0"
"1998-08-23 10:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 10:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 10:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 10:40:00.0","0","7","0","0","42","0","0","0","19","0"
"1998-08-23 10:50:00.0","0","24","0","0","60","0","0","0","24","0"
"1998-08-23 11:00:00.0","0","22","0","0","41","0","0","0","3","0"
"1998-08-23 11:10:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 11:20:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-23 11:30:00.0","0","7","0","0","24","0","0","0","0","0"
"1998-08-23 11:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 11:50:00.0","0","2","0","0","38","0","0","0","19","0"
"1998-08-23 12:00:00.0","0","2","0","0","41","0","0","0","24","0"
"1998-08-23 12:10:00.0","0","23","0","0","40","0","0","0","3","0"
"1998-08-23 12:20:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-23 12:30:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-23 12:40:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 12:50:00.0","0","9","0","0","26","0","0","0","0","0"
"1998-08-23 13:00:00.0","0","2","0","0","39","0","0","0","21","0"
"1998-08-23 13:10:00.0","0","2","0","0","40","0","0","0","24","0"
"1998-08-23 13:20:00.0","0","2","0","0","21","0","0","0","1","0"
"1998-08-23 13:30:00.0","0","18","0","0","34","0","0","0","0","0"
"1998-08-23 13:40:00.0","0","23","0","0","38","0","0","0","0","0"
"1998-08-23 13:50:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-23 14:00:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-23 14:10:00.0","0","13","0","0","49","0","0","0","21","0"
"1998-08-23 14:20:00.0","0","2","0","0","40","0","0","0","24","0"
"1998-08-23 14:30:00.0","0","2","0","0","21","0","0","0","1","0"
"1998-08-23 14:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 14:50:00.0","0","12","0","0","29","0","0","0","0","0"
"1998-08-23 15:00:00.0","0","24","0","0","39","0","0","0","0","0"
"1998-08-23 15:10:00.0","0","21","0","0","38","0","0","0","0","0"
"1998-08-23 15:20:00.0","0","21","0","0","57","0","0","0","22","0"
"1998-08-23 15:30:00.0","0","19","0","0","55","0","0","0","24","0"
"1998-08-23 15:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 15:50:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 16:00:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 16:10:00.0","0","4","0","0","22","0","0","0","0","0"
"1998-08-23 16:20:00.0","0","25","0","0","40","0","0","0","0","0"
"1998-08-23 16:30:00.0","0","22","0","0","59","0","0","0","23","0"
"1998-08-23 16:40:00.0","0","21","0","0","58","0","0","0","23","0"
"1998-08-23 16:50:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 17:00:00.0","0","11","0","0","28","0","0","0","0","0"
"1998-08-23 17:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 17:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-23 17:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 17:40:00.0","0","11","0","0","48","0","0","0","22","0"
"1998-08-23 17:50:00.0","0","23","0","0","60","0","0","0","24","0"
"1998-08-23 18:00:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-23 18:10:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 18:20:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-23 18:30:00.0","0","5","0","0","22","0","0","0","0","0"
"1998-08-23 18:40:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-23 18:50:00.0","0","2","0","0","41","0","0","0","23","0"
"1998-08-23 19:00:00.0","0","2","0","0","40","0","0","0","24","0"
"1998-08-23 19:10:00.0","0","18","0","0","34","0","0","0","0","0"
"1998-08-23 19:20:00.0","0","22","0","0","39","0","0","0","0","0"
"1998-08-23 19:30:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-23 19:40:00.0","0","24","0","0","56","15","0","0","0","0"
"1998-08-23 19:50:00.0","0","21","0","0","68","19","12","0","0","0"
"1998-08-23 20:00:00.0","0","21","0","0","88","18","11","0","22","0"
"1998-08-23 20:10:00.0","0","21","0","0","82","13","11","0","24","0"
"1998-08-23 20:20:00.0","0","21","0","0","54","7","10","0","0","0"
"1998-08-23 20:30:00.0","0","20","0","0","47","0","10","0","0","0"
"1998-08-23 20:40:00.0","0","20","0","0","46","0","10","0","0","0"
"1998-08-23 20:50:00.0","0","10","0","0","37","0","9","0","0","0"
"1998-08-23 21:00:00.0","0","2","0","0","39","0","10","0","10","0"
"1998-08-23 21:10:00.0","0","2","0","0","53","1","10","0","24","0"
"1998-08-23 21:20:00.0","0","5","0","0","42","0","10","0","11","0"
"1998-08-23 21:30:00.0","0","24","0","0","49","0","9","0","0","0"
"1998-08-23 21:40:00.0","0","22","0","0","48","0","10","0","0","0"
"1998-08-23 21:50:00.0","0","21","0","0","51","4","10","0","0","0"
"1998-08-23 22:00:00.0","0","21","0","0","56","19","0","0","0","0"
"1998-08-23 22:10:00.0","0","20","0","0","65","17","0","0","13","0"
"1998-08-23 22:20:00.0","0","20","0","0","73","16","0","0","25","0"
"1998-08-23 22:30:00.0","0","20","0","0","58","17","0","0","7","0"
"1998-08-23 22:40:00.0","0","6","0","0","38","16","0","0","0","0"
"1998-08-23 22:50:00.0","0","2","0","0","36","17","0","0","0","0"
"1998-08-23 23:00:00.0","0","2","0","0","36","17","0","0","0","0"
"1998-08-23 23:10:00.0","0","12","0","0","43","5","9","0","0","0"
"1998-08-23 23:20:00.0","0","23","0","0","67","4","10","0","14","0"
"1998-08-23 23:30:00.0","0","22","0","0","71","2","10","0","24","0"
"1998-08-23 23:40:00.0","0","21","0","0","54","2","11","0","7","0"
"1998-08-23 23:50:00.0","0","20","0","0","50","4","10","0","0","0"
"1998-08-24 00:00:00.0","0","20","0","0","46","0","11","0","0","0"
"1998-08-24 00:10:00.0","0","15","0","0","42","0","10","0","0","0"
"1998-08-24 00:20:00.0","0","2","0","0","30","0","11","0","0","0"
"1998-08-24 00:30:00.0","0","2","0","0","45","0","10","0","16","0"
"1998-08-24 00:40:00.0","0","2","0","0","44","0","3","0","24","0"
"1998-08-24 00:50:00.0","0","18","0","0","38","0","0","0","5","0"
"1998-08-24 01:00:00.0","0","22","0","0","39","1","0","0","0","0"
"1998-08-24 01:10:00.0","0","22","0","0","37","0","0","0","0","0"
"1998-08-24 01:20:00.0","0","21","0","0","36","0","0","0","0","0"
"1998-08-24 01:30:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-08-24 01:40:00.0","0","10","0","0","44","0","0","0","18","0"
"1998-08-24 01:50:00.0","0","2","0","0","41","0","0","0","24","0"
"1998-08-24 02:00:00.0","0","2","0","0","22","0","0","0","3","0"
"1998-08-24 02:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-08-24 02:20:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-08-24 02:30:00.0","0","22","0","0","38","0","0","0","0","0"
"1998-08-24 02:40:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-08-24 02:50:00.0","0","21","0","0","54","0","0","0","20","0"
"1998-08-24 03:00:00.0","0","17","0","0","54","0","0","0","24","0"
"1998-08-24 03:10:00.0","0","2","0","0","20","0","0","0","1","0"
"1998-08-24 03:20:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-24 03:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-24 03:40:00.0","0","12","0","0","28","0","0","0","0","0"
"1998-08-24 03:50:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-08-24 04:00:00.0","0","22","0","0","55","0","0","0","19","0"
"1998-08-24 04:10:00.0","0","21","0","0","57","0","0","0","24","0"
"1998-08-24 04:20:00.0","0","16","0","0","34","0","0","0","2","0"
"1998-08-24 04:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-08-24 04:40:00.0","0","2","0","0","20","0","0","0","0","0"
