"Time","Chest freezer (Storeroom, 191l)","Fridge freezer (172l/94l)","Halogen lamp 1 (0,5kW)","Microwave oven (0,7kW)","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine ()"
"1998-08-07 05:50:00.0","14","0","0","0","24","0","0","0"
"1998-08-07 06:00:00.0","15","0","0","0","23","0","0","0"
"1998-08-07 06:10:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 06:20:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 06:30:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 06:40:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 06:50:00.0","14","0","0","0","24","0","0","0"
"1998-08-07 07:00:00.0","15","0","0","0","23","0","0","0"
"1998-08-07 07:10:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 07:20:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 07:30:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 07:40:00.0","15","0","0","0","23","0","0","0"
"1998-08-07 07:50:00.0","14","0","0","0","24","0","0","0"
"1998-08-07 08:00:00.0","15","0","0","0","23","0","0","0"
"1998-08-07 08:10:00.0","14","0","0","0","26","4","0","0"
"1998-08-07 08:20:00.0","15","0","0","0","27","3","0","0"
"1998-08-07 08:30:00.0","14","0","0","0","24","1","0","0"
"1998-08-07 08:40:00.0","14","0","0","0","24","1","0","0"
"1998-08-07 08:50:00.0","15","0","0","0","26","2","0","0"
"1998-08-07 09:00:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 09:10:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 09:20:00.0","15","0","0","0","24","0","0","0"
"1998-08-07 09:30:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 09:40:00.0","15","0","0","0","33","10","0","0"
"1998-08-07 09:50:00.0","14","0","0","0","47","23","0","0"
"1998-08-07 10:00:00.0","14","0","0","0","50","27","0","0"
"1998-08-07 10:10:00.0","15","0","0","0","37","14","0","0"
"1998-08-07 10:20:00.0","14","0","0","0","23","0","0","0"
"1998-08-07 10:30:00.0","14","14","0","0","54","0","0","0"
"1998-08-07 10:40:00.0","15","23","0","0","189","3","0","0"
"1998-08-07 10:50:00.0","14","22","0","0","126","0","0","0"
"1998-08-07 11:00:00.0","14","21","0","0","147","3","0","0"
"1998-08-07 11:10:00.0","14","22","0","0","150","1","0","0"
"1998-08-07 11:20:00.0","15","22","0","0","43","0","0","0"
"1998-08-07 11:30:00.0","14","21","0","0","43","0","0","0"
"1998-08-07 11:40:00.0","14","22","0","0","44","2","0","0"
"1998-08-07 11:50:00.0","15","22","0","0","66","21","0","0"
"1998-08-07 12:00:00.0","14","22","0","0","66","22","0","0"
"1998-08-07 12:10:00.0","15","22","0","0","45","2","0","0"
"1998-08-07 12:20:00.0","14","23","0","0","46","2","0","0"
"1998-08-07 12:30:00.0","15","22","0","0","45","0","0","0"
"1998-08-07 12:40:00.0","14","23","0","0","44","0","0","0"
"1998-08-07 12:50:00.0","15","24","0","0","46","0","0","0"
"1998-08-07 13:00:00.0","14","24","0","0","45","0","0","0"
"1998-08-07 13:10:00.0","15","23","0","0","46","2","0","0"
"1998-08-07 13:20:00.0","14","24","0","0","46","1","0","0"
"1998-08-07 13:30:00.0","15","23","0","0","46","0","0","0"
"1998-08-07 13:40:00.0","14","23","0","0","44","0","0","0"
"1998-08-07 13:50:00.0","14","24","0","0","45","0","0","0"
"1998-08-07 14:00:00.0","15","23","0","0","44","0","0","0"
"1998-08-07 14:10:00.0","14","22","0","0","45","0","0","0"
"1998-08-07 14:20:00.0","15","23","0","0","44","0","0","0"
"1998-08-07 14:30:00.0","14","23","0","0","45","0","0","0"
"1998-08-07 14:40:00.0","15","23","0","0","44","0","0","0"
"1998-08-07 14:50:00.0","14","23","0","0","45","0","0","0"
"1998-08-07 15:00:00.0","14","23","0","0","44","0","0","0"
"1998-08-07 15:10:00.0","15","23","0","0","44","0","0","0"
"1998-08-07 15:20:00.0","14","22","0","0","44","0","0","0"
"1998-08-07 15:30:00.0","15","23","0","0","45","0","0","0"
"1998-08-07 15:40:00.0","14","23","0","0","44","0","0","0"
"1998-08-07 15:50:00.0","14","23","0","0","46","1","0","0"
"1998-08-07 16:00:00.0","15","23","0","0","46","2","0","0"
"1998-08-07 16:10:00.0","14","23","0","0","63","18","0","0"
"1998-08-07 16:20:00.0","15","23","0","0","51","7","0","0"
"1998-08-07 16:30:00.0","14","22","0","0","44","0","0","0"
"1998-08-07 16:40:00.0","14","23","0","0","50","6","0","0"
"1998-08-07 16:50:00.0","14","23","0","0","56","11","0","0"
"1998-08-07 17:00:00.0","15","22","0","0","46","1","0","0"
"1998-08-07 17:10:00.0","14","23","0","0","44","0","0","0"
"1998-08-07 17:20:00.0","15","22","0","0","44","0","0","0"
"1998-08-07 17:30:00.0","14","22","0","0","43","0","0","0"
"1998-08-07 17:40:00.0","15","23","0","0","44","0","0","0"
"1998-08-07 17:50:00.0","14","22","0","0","43","0","0","0"
"1998-08-07 18:00:00.0","14","22","0","0","44","0","0","0"
"1998-08-07 18:10:00.0","15","22","0","0","43","0","0","0"
"1998-08-07 18:20:00.0","14","22","0","0","46","2","0","0"
"1998-08-07 18:30:00.0","14","23","0","0","55","0","8","0"
"1998-08-07 18:40:00.0","15","22","0","0","55","0","9","0"
"1998-08-07 18:50:00.0","14","22","0","0","55","0","8","0"
"1998-08-07 19:00:00.0","15","22","0","0","54","0","9","0"
"1998-08-07 19:10:00.0","14","23","0","0","62","8","8","0"
"1998-08-07 19:20:00.0","14","22","0","0","46","0","2","0"
"1998-08-07 19:30:00.0","15","21","0","0","44","0","0","0"
"1998-08-07 19:40:00.0","14","22","0","0","45","0","0","0"
"1998-08-07 19:50:00.0","15","22","0","0","44","0","0","0"
"1998-08-07 20:00:00.0","14","22","0","0","45","0","0","0"
"1998-08-07 20:10:00.0","15","22","0","0","44","0","0","0"
"1998-08-07 20:20:00.0","14","22","0","0","45","0","0","0"
"1998-08-07 20:30:00.0","15","21","0","0","44","0","0","0"
"1998-08-07 20:40:00.0","14","22","0","0","44","0","0","0"
"1998-08-07 20:50:00.0","14","22","0","0","44","0","0","0"
"1998-08-07 21:00:00.0","15","21","0","0","48","3","0","0"
"1998-08-07 21:10:00.0","14","22","0","0","91","37","0","0"
"1998-08-07 21:20:00.0","15","22","0","0","67","11","0","0"
"1998-08-07 21:30:00.0","14","21","0","0","65","11","0","0"
"1998-08-07 21:40:00.0","14","22","0","0","64","10","0","0"
"1998-08-07 21:50:00.0","15","21","0","0","65","11","0","0"
"1998-08-07 22:00:00.0","14","22","0","0","75","11","7","0"
"1998-08-07 22:10:00.0","14","21","0","0","74","11","9","0"
"1998-08-07 22:20:00.0","15","22","0","0","74","10","8","0"
"1998-08-07 22:30:00.0","14","21","0","0","74","10","8","0"
"1998-08-07 22:40:00.0","14","22","0","0","73","11","8","0"
"1998-08-07 22:50:00.0","15","21","0","0","73","10","8","0"
"1998-08-07 23:00:00.0","14","21","0","0","73","11","7","0"
"1998-08-07 23:10:00.0","15","21","0","0","73","10","8","0"
"1998-08-07 23:20:00.0","14","22","0","0","73","10","8","0"
"1998-08-07 23:30:00.0","14","21","0","0","72","11","8","0"
"1998-08-07 23:40:00.0","15","21","0","0","73","10","7","0"
"1998-08-07 23:50:00.0","14","21","0","0","73","11","8","0"
"1998-08-08 00:00:00.0","14","21","0","0","73","10","8","0"
"1998-08-08 00:10:00.0","15","11","0","0","62","16","4","0"
"1998-08-08 00:20:00.0","14","3","0","0","40","13","0","0"
"1998-08-08 00:30:00.0","15","9","0","0","31","0","0","0"
"1998-08-08 00:40:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 00:50:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 01:00:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 01:10:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 01:20:00.0","15","21","0","0","42","0","0","0"
"1998-08-08 01:30:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 01:40:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 01:50:00.0","14","14","0","0","36","0","0","0"
"1998-08-08 02:00:00.0","14","5","0","0","29","0","0","0"
"1998-08-08 02:10:00.0","15","6","0","0","29","0","0","0"
"1998-08-08 02:20:00.0","14","12","0","0","35","0","0","0"
"1998-08-08 02:30:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 02:40:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 02:50:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 03:00:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 03:10:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 03:20:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 03:30:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 03:40:00.0","14","20","0","0","41","0","0","0"
"1998-08-08 03:50:00.0","14","5","0","0","28","0","0","0"
"1998-08-08 04:00:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 04:10:00.0","15","21","0","0","42","0","0","0"
"1998-08-08 04:20:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 04:30:00.0","14","9","0","0","31","0","0","0"
"1998-08-08 04:40:00.0","14","17","0","0","39","0","0","0"
"1998-08-08 04:50:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 05:00:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 05:10:00.0","14","9","0","0","32","0","0","0"
"1998-08-08 05:20:00.0","14","17","0","0","38","0","0","0"
"1998-08-08 05:30:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 05:40:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 05:50:00.0","14","11","0","0","33","0","0","0"
"1998-08-08 06:00:00.0","14","14","0","0","36","0","0","0"
"1998-08-08 06:10:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 06:20:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 06:30:00.0","15","5","0","0","27","0","0","0"
"1998-08-08 06:40:00.0","14","5","0","0","30","0","0","0"
"1998-08-08 06:50:00.0","14","8","0","0","30","0","0","0"
"1998-08-08 07:00:00.0","14","20","0","0","42","0","0","0"
"1998-08-08 07:10:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 07:20:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 07:30:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 07:40:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 07:50:00.0","14","7","0","0","30","0","0","0"
"1998-08-08 08:00:00.0","14","17","0","0","39","0","0","0"
"1998-08-08 08:10:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 08:20:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 08:30:00.0","14","7","0","0","30","0","0","0"
"1998-08-08 08:40:00.0","14","17","0","0","39","0","0","0"
"1998-08-08 08:50:00.0","14","23","0","0","48","3","0","0"
"1998-08-08 09:00:00.0","15","23","0","0","43","0","0","0"
"1998-08-08 09:10:00.0","14","21","0","0","45","2","0","0"
"1998-08-08 09:20:00.0","15","22","0","0","51","8","0","0"
"1998-08-08 09:30:00.0","14","21","0","0","70","27","0","0"
"1998-08-08 09:40:00.0","14","21","0","0","54","12","0","0"
"1998-08-08 09:50:00.0","14","8","0","0","58","26","0","0"
"1998-08-08 10:00:00.0","14","6","0","0","40","11","0","0"
"1998-08-08 10:10:00.0","15","7","0","0","35","5","0","0"
"1998-08-08 10:20:00.0","14","5","0","0","36","8","0","0"
"1998-08-08 10:30:00.0","14","9","0","0","32","0","0","0"
"1998-08-08 10:40:00.0","14","8","0","0","30","0","0","0"
"1998-08-08 10:50:00.0","14","7","0","0","30","0","0","0"
"1998-08-08 11:00:00.0","14","9","0","0","32","0","0","0"
"1998-08-08 11:10:00.0","8","8","0","0","27","2","0","0"
"1998-08-08 11:20:00.0","0","7","0","0","18","0","0","0"
"1998-08-08 11:30:00.0","0","22","0","0","32","2","0","0"
"1998-08-08 11:40:00.0","0","22","0","0","31","0","0","0"
"1998-08-08 11:50:00.0","9","23","0","0","40","0","0","0"
"1998-08-08 12:00:00.0","15","22","0","0","45","0","0","0"
"1998-08-08 12:10:00.0","15","22","0","0","44","0","0","0"
"1998-08-08 12:20:00.0","15","22","0","0","45","0","0","0"
"1998-08-08 12:30:00.0","15","23","0","0","58","3","8","0"
"1998-08-08 12:40:00.0","15","22","0","0","53","3","4","0"
"1998-08-08 12:50:00.0","15","22","0","0","44","0","0","0"
"1998-08-08 13:00:00.0","14","22","0","0","44","0","0","0"
"1998-08-08 13:10:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 13:20:00.0","14","22","0","0","44","0","0","0"
"1998-08-08 13:30:00.0","15","22","0","0","44","0","0","0"
"1998-08-08 13:40:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 13:50:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 14:00:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 14:10:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 14:20:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 14:30:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 14:40:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 14:50:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 15:00:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 15:10:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 15:20:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 15:30:00.0","14","14","0","0","36","0","0","0"
"1998-08-08 15:40:00.0","15","3","0","0","28","0","0","0"
"1998-08-08 15:50:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 16:00:00.0","14","22","0","0","44","0","0","0"
"1998-08-08 16:10:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 16:20:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 16:30:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 16:40:00.0","15","21","0","0","43","0","0","0"
"1998-08-08 16:50:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 17:00:00.0","14","21","0","0","43","0","0","0"
"1998-08-08 17:10:00.0","15","22","0","0","43","0","0","0"
"1998-08-08 17:20:00.0","14","21","0","0","42","0","0","0"
"1998-08-08 17:30:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 17:40:00.0","15","17","0","0","41","1","0","0"
"1998-08-08 17:50:00.0","14","4","0","0","27","0","0","0"
"1998-08-08 18:00:00.0","15","22","0","0","44","0","0","0"
"1998-08-08 18:10:00.0","14","22","0","0","43","0","0","0"
"1998-08-08 18:20:00.0","14","20","0","0","42","0","0","0"
"1998-08-08 18:30:00.0","14","5","0","0","28","1","0","0"
"1998-08-08 18:40:00.0","15","6","0","11","56","14","0","0"
"1998-08-08 18:50:00.0","14","22","0","0","46","2","0","0"
"1998-08-08 19:00:00.0","14","20","0","0","41","0","0","0"
"1998-08-08 19:10:00.0","15","8","0","0","31","0","0","0"
"1998-08-08 19:20:00.0","14","22","0","0","44","0","0","0"
"1998-08-08 19:30:00.0","14","8","0","0","31","0","0","0"
"1998-08-08 19:40:00.0","15","20","0","0","41","0","0","0"
"1998-08-08 19:50:00.0","14","16","0","0","39","0","0","0"
"1998-08-08 20:00:00.0","15","11","0","0","33","0","0","0"
"1998-08-08 20:10:00.0","14","22","0","0","44","0","0","0"
"1998-08-08 20:20:00.0","14","7","0","0","30","0","0","0"
"1998-08-08 20:30:00.0","15","20","0","0","41","0","0","0"
"1998-08-08 20:40:00.0","14","22","0","0","220","26","0","149"
"1998-08-08 20:50:00.0","14","20","0","0","235","9","0","176"
"1998-08-08 21:00:00.0","14","5","0","0","69","10","0","33"
"1998-08-08 21:10:00.0","15","22","0","0","83","10","0","30"
"1998-08-08 21:20:00.0","14","22","0","0","82","10","0","30"
"1998-08-08 21:30:00.0","14","6","0","0","99","12","0","62"
"1998-08-08 21:40:00.0","15","22","0","0","84","10","0","32"
"1998-08-08 21:50:00.0","14","22","0","0","69","17","0","0"
"1998-08-08 22:00:00.0","14","10","0","0","64","20","0","0"
"1998-08-08 22:10:00.0","15","6","0","0","61","20","0","0"
"1998-08-08 22:20:00.0","14","14","0","0","69","20","0","0"
"1998-08-08 22:30:00.0","15","22","0","0","75","20","0","0"
"1998-08-08 22:40:00.0","14","22","0","0","77","24","0","0"
"1998-08-08 22:50:00.0","15","14","0","0","70","34","0","0"
"1998-08-08 23:00:00.0","14","13","0","0","57","20","0","0"
"1998-08-08 23:10:00.0","15","23","0","0","64","21","0","0"
"1998-08-08 23:20:00.0","14","10","0","0","56","21","0","0"
"1998-08-08 23:30:00.0","15","17","0","0","49","0","0","0"
"1998-08-08 23:40:00.0","14","22","0","0","46","0","0","0"
"1998-08-08 23:50:00.0","15","5","0","0","29","0","0","0"
"1998-08-09 00:00:00.0","14","13","0","0","35","0","0","0"
"1998-08-09 00:10:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 00:20:00.0","14","19","0","0","41","0","0","0"
"1998-08-09 00:30:00.0","15","8","0","0","32","0","0","0"
"1998-08-09 00:40:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 00:50:00.0","15","11","0","0","34","0","0","0"
"1998-08-09 01:00:00.0","14","16","0","0","38","0","0","0"
"1998-08-09 01:10:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 01:20:00.0","14","4","0","0","27","0","0","0"
"1998-08-09 01:30:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 01:40:00.0","15","18","0","0","40","0","0","0"
"1998-08-09 01:50:00.0","14","8","0","0","31","0","0","0"
"1998-08-09 02:00:00.0","15","22","0","0","43","0","0","0"
"1998-08-09 02:10:00.0","14","16","0","0","38","0","0","0"
"1998-08-09 02:20:00.0","15","10","0","0","33","0","0","0"
"1998-08-09 02:30:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 02:40:00.0","15","9","0","0","33","0","0","0"
"1998-08-09 02:50:00.0","14","17","0","0","38","0","0","0"
"1998-08-09 03:00:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 03:10:00.0","15","6","0","0","30","0","0","0"
"1998-08-09 03:20:00.0","14","19","0","0","41","0","0","0"
"1998-08-09 03:30:00.0","15","20","0","0","42","0","0","0"
"1998-08-09 03:40:00.0","14","6","0","0","29","0","0","0"
"1998-08-09 03:50:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 04:00:00.0","14","15","0","0","38","0","0","0"
"1998-08-09 04:10:00.0","15","11","0","0","33","0","0","0"
"1998-08-09 04:20:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 04:30:00.0","15","10","0","0","33","0","0","0"
"1998-08-09 04:40:00.0","14","16","0","0","38","0","0","0"
"1998-08-09 04:50:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 05:00:00.0","14","4","0","0","28","0","0","0"
"1998-08-09 05:10:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 05:20:00.0","14","17","0","0","39","0","0","0"
"1998-08-09 05:30:00.0","15","9","0","0","32","0","0","0"
"1998-08-09 05:40:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 05:50:00.0","15","11","0","0","33","0","0","0"
"1998-08-09 06:00:00.0","14","14","0","0","40","3","0","0"
"1998-08-09 06:10:00.0","15","23","0","0","44","0","0","0"
"1998-08-09 06:20:00.0","14","6","0","0","30","0","0","0"
"1998-08-09 06:30:00.0","15","19","0","0","42","0","0","0"
"1998-08-09 06:40:00.0","14","19","0","0","41","0","0","0"
"1998-08-09 06:50:00.0","15","7","0","0","30","0","0","0"
"1998-08-09 07:00:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 07:10:00.0","15","14","0","0","37","0","0","0"
"1998-08-09 07:20:00.0","14","12","0","0","35","0","0","0"
"1998-08-09 07:30:00.0","15","22","0","0","44","0","0","0"
"1998-08-09 07:40:00.0","14","8","0","0","31","0","0","0"
"1998-08-09 07:50:00.0","15","17","0","0","40","0","0","0"
"1998-08-09 08:00:00.0","14","22","0","0","43","0","0","0"
"1998-08-09 08:10:00.0","15","4","0","0","31","3","0","0"
"1998-08-09 08:20:00.0","14","22","0","0","44","0","0","0"
"1998-08-09 08:30:00.0","15","18","0","0","40","0","0","0"
"1998-08-09 08:40:00.0","14","8","0","0","132","4","0","96"
"1998-08-09 08:50:00.0","15","22","0","0","210","2","0","160"
"1998-08-09 09:00:00.0","14","11","0","0","151","7","0","105"
"1998-08-09 09:10:00.0","14","14","0","0","56","2","0","21"
"1998-08-09 09:20:00.0","15","22","0","0","209","1","0","160"
"1998-08-09 09:30:00.0","14","22","0","0","244","7","0","186"
"1998-08-09 09:40:00.0","14","9","0","0","57","19","0","8"
"1998-08-09 09:50:00.0","15","17","0","0","71","24","0","7"
"1998-08-09 10:00:00.0","14","22","0","0","111","24","0","46"
"1998-08-09 10:10:00.0","15","14","0","0","50","14","0","0"
"1998-08-09 10:20:00.0","14","13","0","0","37","1","0","0"
"1998-08-09 10:30:00.0","14","22","0","0","43","0","0","0"
"1998-08-09 10:40:00.0","15","17","0","0","39","0","0","0"
"1998-08-09 10:50:00.0","14","9","0","0","36","3","0","0"
"1998-08-09 11:00:00.0","14","22","0","0","45","1","0","0"
"1998-08-09 11:10:00.0","15","22","0","0","47","3","0","0"
"1998-08-09 11:20:00.0","14","15","0","0","51","12","0","0"
"1998-08-09 11:30:00.0","14","13","0","0","44","7","0","0"
"1998-08-09 11:40:00.0","15","23","0","0","61","17","0","0"
"1998-08-09 11:50:00.0","14","21","0","0","71","27","0","0"
"1998-08-09 12:00:00.0","14","22","0","0","68","24","0","0"
"1998-08-09 12:10:00.0","15","23","0","0","49","4","0","0"
"1998-08-09 12:20:00.0","14","22","0","0","45","0","0","0"
"1998-08-09 12:30:00.0","15","20","0","0","44","0","0","0"
"1998-08-09 12:40:00.0","14","5","0","0","32","0","0","0"
"1998-08-09 12:50:00.0","15","3","0","0","30","0","0","0"
"1998-08-09 13:00:00.0","14","8","0","0","33","0","0","0"
"1998-08-09 13:10:00.0","15","14","0","0","40","0","0","0"
"1998-08-09 13:20:00.0","14","24","0","0","56","3","5","0"
"1998-08-09 13:30:00.0","15","23","0","0","56","0","7","0"
"1998-08-09 13:40:00.0","14","24","0","0","55","0","8","0"
"1998-08-09 13:50:00.0","15","23","0","0","55","0","8","0"
"1998-08-09 14:00:00.0","14","23","0","0","76","22","8","0"
"1998-08-09 14:10:00.0","15","22","0","0","71","16","7","0"
"1998-08-09 14:20:00.0","15","23","0","0","54","0","8","0"
"1998-08-09 14:30:00.0","14","23","0","0","54","0","8","0"
"1998-08-09 14:40:00.0","15","15","0","0","48","0","7","0"
"1998-08-09 14:50:00.0","14","5","0","0","38","0","8","0"
"1998-08-09 15:00:00.0","15","5","0","0","34","0","4","0"
"1998-08-09 15:10:00.0","14","18","0","0","41","0","0","0"
"1998-08-09 15:20:00.0","15","23","0","0","46","0","0","0"
"1998-08-09 15:30:00.0","14","23","0","0","45","0","0","0"
"1998-08-09 15:40:00.0","14","22","0","0","45","0","0","0"
"1998-08-09 15:50:00.0","15","23","0","0","45","0","0","0"
"1998-08-09 16:00:00.0","14","22","0","0","45","0","0","0"
"1998-08-09 16:10:00.0","14","23","0","0","45","0","0","0"
"1998-08-09 16:20:00.0","15","22","0","0","45","0","0","0"
"1998-08-09 16:30:00.0","14","23","0","0","45","0","0","0"
"1998-08-09 16:40:00.0","14","22","0","0","45","0","0","0"
"1998-08-09 16:50:00.0","15","7","0","0","31","0","0","0"
"1998-08-09 17:00:00.0","14","20","0","0","84","2","0","0"
"1998-08-09 17:10:00.0","15","23","0","0","102","0","0","0"
"1998-08-09 17:20:00.0","14","23","0","0","75","0","0","0"
"1998-08-09 17:30:00.0","15","22","0","0","45","0","0","0"
"1998-08-09 17:40:00.0","14","22","0","0","45","0","0","0"
"1998-08-09 17:50:00.0","14","23","0","0","45","0","0","0"
"1998-08-09 18:00:00.0","15","13","0","0","37","0","0","0"
"1998-08-09 18:10:00.0","14","12","0","0","36","0","0","0"
"1998-08-09 18:20:00.0","15","23","0","0","45","0","0","0"
"1998-08-09 18:30:00.0","14","22","0","0","58","12","0","0"
"1998-08-09 18:40:00.0","14","23","0","0","45","1","0","0"
"1998-08-09 18:50:00.0","15","17","0","15","56","0","0","0"
"1998-08-09 19:00:00.0","14","4","0","2","33","1","0","0"
"1998-08-09 19:10:00.0","15","7","0","0","31","0","0","0"
"1998-08-09 19:20:00.0","14","23","0","0","46","0","0","0"
"1998-08-09 19:30:00.0","14","23","0","0","45","0","0","0"
"1998-08-09 19:40:00.0","15","22","0","0","45","0","0","0"
"1998-08-09 19:50:00.0","14","22","0","0","46","0","0","0"
"1998-08-09 20:00:00.0","15","14","0","0","47","0","8","0"
"1998-08-09 20:10:00.0","14","5","0","0","38","0","8","0"
"1998-08-09 20:20:00.0","14","10","0","0","44","1","8","0"
"1998-08-09 20:30:00.0","15","22","0","0","55","0","9","0"
"1998-08-09 20:40:00.0","14","23","0","0","54","0","8","0"
"1998-08-09 20:50:00.0","15","22","0","0","58","4","8","0"
"1998-08-09 21:00:00.0","14","22","0","0","71","8","8","0"
"1998-08-09 21:10:00.0","14","4","0","0","56","9","7","0"
"1998-08-09 21:20:00.0","14","6","0","0","58","9","8","0"
"1998-08-09 21:30:00.0","15","14","0","0","58","2","8","0"
"1998-08-09 21:40:00.0","14","23","0","0","78","15","7","0"
"1998-08-09 21:50:00.0","14","22","0","0","80","16","8","0"
"1998-08-09 22:00:00.0","15","23","0","0","69","5","7","0"
"1998-08-09 22:10:00.0","14","23","0","0","63","0","8","0"
"1998-08-09 22:20:00.0","14","9","0","0","75","22","8","0"
"1998-08-09 22:30:00.0","15","16","0","0","98","43","6","0"
"1998-08-09 22:40:00.0","14","23","0","0","61","13","0","0"
"1998-08-09 22:50:00.0","15","22","0","0","50","0","0","0"
"1998-08-09 23:00:00.0","14","7","0","0","31","0","0","0"
"1998-08-09 23:10:00.0","14","6","0","0","30","0","0","0"
"1998-08-09 23:20:00.0","15","6","0","0","29","0","0","0"
"1998-08-09 23:30:00.0","14","10","0","0","34","0","0","0"
"1998-08-09 23:40:00.0","15","23","0","0","45","0","0","0"
"1998-08-09 23:50:00.0","14","23","0","0","44","0","0","0"
"1998-08-10 00:00:00.0","14","23","0","0","45","0","0","0"
"1998-08-10 00:10:00.0","15","19","0","0","41","0","0","0"
"1998-08-10 00:20:00.0","14","5","0","0","29","0","0","0"
"1998-08-10 00:30:00.0","15","11","0","0","34","0","0","0"
"1998-08-10 00:40:00.0","14","23","0","0","44","0","0","0"
"1998-08-10 00:50:00.0","15","22","0","0","45","0","0","0"
"1998-08-10 01:00:00.0","14","19","0","0","40","0","0","0"
"1998-08-10 01:10:00.0","14","6","0","0","29","0","0","0"
"1998-08-10 01:20:00.0","15","22","0","0","44","0","0","0"
"1998-08-10 01:30:00.0","14","20","0","0","42","0","0","0"
"1998-08-10 01:40:00.0","14","5","0","0","29","0","0","0"
"1998-08-10 01:50:00.0","15","7","0","0","30","0","0","0"
"1998-08-10 02:00:00.0","14","23","0","0","44","0","0","0"
"1998-08-10 02:10:00.0","14","22","0","0","45","0","0","0"
"1998-08-10 02:20:00.0","15","15","0","0","36","0","0","0"
"1998-08-10 02:30:00.0","14","11","0","0","34","0","0","0"
"1998-08-10 02:40:00.0","15","22","0","0","45","0","0","0"
"1998-08-10 02:50:00.0","14","16","0","0","38","0","0","0"
"1998-08-10 03:00:00.0","14","10","0","0","49","17","0","0"
"1998-08-10 03:10:00.0","15","22","0","0","65","20","0","0"
"1998-08-10 03:20:00.0","14","23","0","0","82","31","0","0"
"1998-08-10 03:30:00.0","15","22","0","0","93","38","0","0"
"1998-08-10 03:40:00.0","14","13","0","0","101","62","0","0"
"1998-08-10 03:50:00.0","15","5","0","0","93","63","0","0"
