"Time","Clothes drier (without condenser) ()","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 203l/117l)","Halogen lamp 1 (0,5kW)","Microwave oven ()","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine (5kg,750rpm)","Water heater ()"
"1998-05-14 10:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 10:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 10:30:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-14 10:40:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-14 10:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 11:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 11:10:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-14 11:20:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-14 11:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 11:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 11:50:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-14 12:00:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-14 12:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 12:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 12:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 12:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 12:50:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-14 13:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 13:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 13:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 13:30:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-14 13:40:00.0","0","0","19","0","0","0","0","0","0","0"
"1998-05-14 13:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 14:00:00.0","0","0","13","0","0","0","0","3","0","0"
"1998-05-14 14:10:00.0","0","0","5","0","0","0","0","8","374","0"
"1998-05-14 14:20:00.0","0","0","15","0","0","0","0","9","146","0"
"1998-05-14 14:30:00.0","0","0","1","0","0","0","0","8","19","0"
"1998-05-14 14:40:00.0","0","0","0","0","25","0","0","1","16","0"
"1998-05-14 14:50:00.0","0","0","3","0","93","0","0","0","17","0"
"1998-05-14 15:00:00.0","0","0","27","0","2","0","0","0","14","0"
"1998-05-14 15:10:00.0","0","0","18","0","7","0","0","0","29","0"
"1998-05-14 15:20:00.0","0","0","13","0","0","0","0","0","11","0"
"1998-05-14 15:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 15:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-14 15:50:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-14 16:00:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-14 16:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 16:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-14 16:30:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-14 16:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 16:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-14 17:00:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-14 17:10:00.0","0","0","19","0","0","0","0","0","325","0"
"1998-05-14 17:20:00.0","0","0","2","0","0","0","0","0","190","0"
"1998-05-14 17:30:00.0","0","0","0","0","0","0","0","0","16","0"
"1998-05-14 17:40:00.0","0","0","0","0","0","0","0","0","13","0"
"1998-05-14 17:50:00.0","0","0","11","0","0","0","0","2","17","0"
"1998-05-14 18:00:00.0","0","0","18","0","10","0","0","9","13","0"
"1998-05-14 18:10:00.0","0","0","14","0","2","0","0","9","26","0"
"1998-05-14 18:20:00.0","0","0","13","0","0","0","0","9","10","0"
"1998-05-14 18:30:00.0","0","0","18","0","0","0","0","10","0","0"
"1998-05-14 18:40:00.0","0","0","22","0","0","0","0","9","0","0"
"1998-05-14 18:50:00.0","0","0","2","0","0","0","0","9","0","0"
"1998-05-14 19:00:00.0","0","0","0","0","0","0","0","9","373","0"
"1998-05-14 19:10:00.0","0","0","0","0","0","0","0","9","146","0"
"1998-05-14 19:20:00.0","0","0","8","0","0","0","0","10","20","0"
"1998-05-14 19:30:00.0","0","0","16","0","0","0","0","9","16","0"
"1998-05-14 19:40:00.0","0","0","14","0","0","0","0","9","18","0"
"1998-05-14 19:50:00.0","0","0","13","0","0","0","0","9","14","0"
"1998-05-14 20:00:00.0","0","0","14","0","0","0","0","9","31","0"
"1998-05-14 20:10:00.0","0","0","25","0","0","0","0","9","11","0"
"1998-05-14 20:20:00.0","0","0","5","0","0","0","0","9","0","0"
"1998-05-14 20:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-05-14 20:40:00.0","48","0","0","0","0","0","0","9","153","0"
"1998-05-14 20:50:00.0","275","0","13","0","0","0","0","9","0","0"
"1998-05-14 21:00:00.0","0","0","19","0","0","0","0","8","0","0"
"1998-05-14 21:10:00.0","0","0","24","0","0","0","0","9","0","0"
"1998-05-14 21:20:00.0","0","0","13","0","0","0","0","8","0","0"
"1998-05-14 21:30:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-14 21:40:00.0","0","0","21","0","0","0","0","9","0","0"
"1998-05-14 21:50:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-05-14 22:00:00.0","0","0","14","0","0","0","0","8","0","0"
"1998-05-14 22:10:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-05-14 22:20:00.0","0","0","14","0","0","0","0","8","0","0"
"1998-05-14 22:30:00.0","0","0","19","0","0","0","0","9","0","0"
"1998-05-14 22:40:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-14 22:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 23:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-14 23:10:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-14 23:20:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-14 23:30:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-14 23:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-14 23:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 00:00:00.0","0","0","19","0","0","0","0","0","0","0"
"1998-05-15 00:10:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-15 00:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 00:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 00:40:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-15 00:50:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-15 01:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 01:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 01:20:00.0","0","0","14","0","11","0","0","0","0","0"
"1998-05-15 01:30:00.0","0","0","7","0","1","0","0","0","0","0"
"1998-05-15 01:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 01:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 02:00:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-05-15 02:10:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-15 02:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 02:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 02:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-15 02:50:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-15 03:00:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 03:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 03:20:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-15 03:30:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-15 03:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 03:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 04:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 04:10:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-15 04:20:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-15 04:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 04:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 04:50:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-15 05:00:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-05-15 05:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 05:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 05:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 05:40:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-15 05:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 06:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 06:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 06:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 06:30:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-15 06:40:00.0","0","0","7","0","8","0","0","0","309","0"
"1998-05-15 06:50:00.0","0","0","0","0","0","0","0","0","56","0"
"1998-05-15 07:00:00.0","0","0","0","0","0","0","0","0","17","0"
"1998-05-15 07:10:00.0","0","0","4","0","0","0","0","0","15","0"
"1998-05-15 07:20:00.0","0","0","22","0","0","0","0","0","15","0"
"1998-05-15 07:30:00.0","0","0","14","0","0","0","0","0","16","0"
"1998-05-15 07:40:00.0","0","0","14","0","0","0","0","0","33","0"
"1998-05-15 07:50:00.0","0","0","13","0","0","0","0","0","2","0"
"1998-05-15 08:00:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-15 08:10:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 08:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 08:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 08:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 08:50:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-15 09:00:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-15 09:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 09:20:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-15 09:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 09:40:00.0","0","0","7","0","0","0","0","0","9","0"
"1998-05-15 09:50:00.0","0","0","10","0","0","0","0","3","423","0"
"1998-05-15 10:00:00.0","0","0","0","0","0","0","0","9","84","0"
"1998-05-15 10:10:00.0","0","0","4","0","0","0","0","9","15","0"
"1998-05-15 10:20:00.0","132","0","14","0","0","0","0","9","14","0"
"1998-05-15 10:30:00.0","173","0","23","0","49","0","0","9","13","0"
"1998-05-15 10:40:00.0","0","0","25","0","0","0","0","9","14","0"
"1998-05-15 10:50:00.0","206","0","2","0","0","0","0","9","32","0"
"1998-05-15 11:00:00.0","46","0","0","0","0","0","0","9","2","0"
"1998-05-15 11:10:00.0","26","0","0","0","0","0","0","9","249","0"
"1998-05-15 11:20:00.0","0","0","11","0","0","0","0","8","13","0"
"1998-05-15 11:30:00.0","0","0","6","0","0","0","0","10","15","0"
"1998-05-15 11:40:00.0","0","0","13","0","0","0","0","0","15","0"
"1998-05-15 11:50:00.0","0","0","16","0","8","0","0","0","14","0"
"1998-05-15 12:00:00.0","0","0","29","0","0","0","0","0","22","0"
"1998-05-15 12:10:00.0","0","0","22","0","0","0","0","0","26","0"
"1998-05-15 12:20:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-15 12:30:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-15 12:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 12:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 13:00:00.0","0","0","19","0","0","0","0","0","0","0"
"1998-05-15 13:10:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-15 13:20:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-15 13:30:00.0","0","0","27","0","0","0","0","0","11","0"
"1998-05-15 13:40:00.0","0","0","21","0","0","0","0","2","27","0"
"1998-05-15 13:50:00.0","0","0","14","0","0","0","0","8","6","0"
"1998-05-15 14:00:00.0","0","0","14","0","0","0","0","9","33","0"
"1998-05-15 14:10:00.0","0","0","15","0","0","0","0","9","5","0"
"1998-05-15 14:20:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-05-15 14:30:00.0","0","0","18","0","0","0","0","8","0","0"
"1998-05-15 14:40:00.0","0","0","14","0","0","0","0","10","0","0"
"1998-05-15 14:50:00.0","0","0","13","0","0","0","0","8","0","0"
"1998-05-15 15:00:00.0","0","0","13","0","0","0","0","2","0","0"
"1998-05-15 15:10:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-15 15:20:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-15 15:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 15:40:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 15:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 16:00:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-15 16:10:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-05-15 16:20:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-05-15 16:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 16:40:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-15 16:50:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-15 17:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 17:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 17:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 17:30:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-15 17:40:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-15 17:50:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-15 18:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 18:10:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-15 18:20:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 18:30:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 18:40:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-15 18:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 19:00:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-15 19:10:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-05-15 19:20:00.0","0","0","23","0","0","0","0","0","0","0"
"1998-05-15 19:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 19:40:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-15 19:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 20:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-15 20:10:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-15 20:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 20:30:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-15 20:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-15 20:50:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-05-15 21:00:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-15 21:10:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-05-15 21:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 21:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 21:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-15 21:50:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-15 22:00:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-15 22:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 22:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-15 22:30:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-15 22:40:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-05-15 22:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 23:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 23:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-15 23:20:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-15 23:30:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-05-15 23:40:00.0","0","0","16","0","19","0","0","0","0","0"
"1998-05-15 23:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 00:00:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-16 00:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 00:20:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-16 00:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 00:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 00:50:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-16 01:00:00.0","0","0","18","0","0","0","0","0","0","0"
"1998-05-16 01:10:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-16 01:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-16 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 01:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 01:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 02:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 02:10:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-16 02:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 02:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 02:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 02:50:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-16 03:00:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-16 03:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 03:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 03:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 03:40:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-05-16 03:50:00.0","0","0","29","0","0","0","0","0","0","0"
"1998-05-16 04:00:00.0","0","0","16","0","0","0","0","0","0","0"
"1998-05-16 04:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 04:20:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-16 04:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 04:40:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-16 04:50:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-05-16 05:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 05:10:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-05-16 05:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 05:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 05:40:00.0","0","0","24","0","0","0","0","0","0","0"
"1998-05-16 05:50:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-16 06:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 06:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 06:20:00.0","0","0","0","0","15","0","0","0","0","0"
"1998-05-16 06:30:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-16 06:40:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-05-16 06:50:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 07:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 07:10:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-16 07:20:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 07:30:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-16 07:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 07:50:00.0","0","0","0","0","0","0","0","7","118","0"
"1998-05-16 08:00:00.0","0","0","11","0","0","0","0","9","131","0"
"1998-05-16 08:10:00.0","0","0","28","0","0","0","0","9","269","0"
"1998-05-16 08:20:00.0","0","0","16","0","0","0","0","9","20","0"
"1998-05-16 08:30:00.0","0","0","12","0","0","0","0","9","16","0"
"1998-05-16 08:40:00.0","0","0","0","0","0","0","0","10","15","0"
"1998-05-16 08:50:00.0","0","0","0","0","0","0","0","9","15","0"
"1998-05-16 09:00:00.0","0","0","15","0","0","0","0","9","27","0"
"1998-05-16 09:10:00.0","0","0","5","0","0","0","0","9","21","0"
"1998-05-16 09:20:00.0","0","0","0","0","0","0","0","9","118","0"
"1998-05-16 09:30:00.0","0","0","12","0","0","0","0","9","413","0"
"1998-05-16 09:40:00.0","0","0","17","0","0","0","0","9","419","0"
"1998-05-16 09:50:00.0","0","0","28","0","0","0","0","9","418","0"
"1998-05-16 10:00:00.0","0","0","8","0","0","0","0","8","17","0"
"1998-05-16 10:10:00.0","0","0","0","0","0","0","0","9","17","0"
"1998-05-16 10:20:00.0","0","0","0","0","0","0","0","9","15","0"
"1998-05-16 10:30:00.0","0","0","9","0","0","0","0","9","17","0"
"1998-05-16 10:40:00.0","0","0","12","0","0","0","0","9","18","0"
"1998-05-16 10:50:00.0","0","0","5","0","0","0","0","8","29","0"
"1998-05-16 11:00:00.0","0","0","14","0","0","0","0","9","1","0"
"1998-05-16 11:10:00.0","0","0","14","0","0","0","0","9","0","0"
"1998-05-16 11:20:00.0","0","0","20","0","0","0","0","5","0","0"
"1998-05-16 11:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-05-16 11:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 11:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 12:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 12:10:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-16 12:20:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-05-16 12:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 12:40:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 12:50:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-05-16 13:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 13:10:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-05-16 13:20:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-05-16 13:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 13:40:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-05-16 13:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 14:00:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-05-16 14:10:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-05-16 14:20:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-05-16 14:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 14:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-05-16 14:50:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-05-16 15:00:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-05-16 15:10:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-05-16 15:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-05-16 15:30:00.0","0","0","13","0","0","0","0","0","0","0"
